,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
108,Tasos Donis,Stuttgart,Greece,24,951,2,2,1,0,70%,41%,52%,0.6,41.8,0.9,16.2,74%,0.19,5,3.9,3.9,0,3.6,1.4,6,0.0,0,2,0.19,0.19,39%,6.5
109,Niklas Dorsch,Bayern,Germany,22,90,1,0,0,0,100%,0%,22%,0.0,48.0,1.0,39.0,79%,0.00,0,1.0,0.0,0,1.0,1.0,0,0.0,0,0,1.00,1.00,100%,7.4
110,Douglas Santos,HSV,Brazil,26,2378,1,1,6,0,67%,48%,52%,3.0,75.8,2.1,41.2,72%,0.04,1,1.6,3.1,0,0.8,0.3,4,0.0,0,1,0.04,0.04,32%,6.6
111,Mohamed Dräger,Freiburg,Tunisia,24,50,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.4
112,Aleksandar Dragović,Leverkusen,Austria,29,44,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.5
113,Josip Drmić,M'gladbach,Switzerland,28,461,4,1,1,0,-,45%,40%,0.2,39.6,0.0,26.8,68%,0.20,0,0.6,0.2,0,3.3,1.0,1,0.0,0,0,0.78,0.78,29%,6.3
114,Ondrej Duda,Hertha BSC,Slovakia,25,745,1,0,3,0,75%,33%,41%,0.8,55.0,0.5,37.6,82%,0.00,1,1.2,0.7,0,1.0,0.4,5,0.0,0,0,0.12,0.12,38%,6.1
115,Mandela Egbo,M'gladbach,England,23,10,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-
116,Maximilian Eggestein,W. Bremen,Germany,23,2700,2,3,3,0,69%,49%,47%,1.4,48.6,1.3,31.8,75%,0.10,3,0.6,0.9,0,1.4,0.5,8,0.0,0,1,0.06,0.06,35%,6.4
117,Johannes Eggestein,W. Bremen,Germany,22,92,0,0,0,0,-,0%,14%,0.0,47.9,1.0,28.4,69%,0.00,1,0.0,2.9,0,1.9,1.0,2,0.0,0,0,0.00,0.00,50%,5.5
118,Albin Ekdal,HSV,Sweden,31,1109,0,1,3,0,72%,50%,58%,1.5,63.2,1.7,47.0,76%,0.08,1,0.6,0.0,0,0.7,0.1,4,0.0,0,1,0.00,0.00,13%,6.4
119,Josip Elez,Hannover,Croatia,26,777,0,0,1,0,66%,32%,45%,4.2,53.5,1.9,41.9,78%,0.00,0,0.5,0.3,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.1
120,Nico Elvedi,M'gladbach,Switzerland,24,2916,2,2,6,0,70%,66%,60%,3.0,69.0,1.6,46.6,84%,0.06,2,0.8,0.7,0,0.5,0.2,7,0.0,0,1,0.06,0.06,47%,6.6
121,Michael Esser,Hannover,Germany,32,270,0,0,0,0,-,100%,67%,0.7,47.7,0.0,34.0,72%,0.00,0,0.0,0.0,0,0.0,0.0,0,3.7,0,0,0.00,0.00,0%,6.0
122,Alexander Esswein,Hertha BSC,Germany,30,613,2,1,0,0,64%,53%,51%,1.3,49.6,1.3,31.4,75%,0.14,0,0.1,2.2,0,1.3,0.9,3,0.0,0,1,0.30,0.30,67%,6.0
123,Franck Evina,Bayern,Cameroon,20,112,0,0,0,0,100%,67%,35%,0.0,46.2,0.0,25.1,77%,0.00,1,0.8,2.4,0,2.4,0.0,0,0.0,0,0,0.00,0.00,0%,6.1
