,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
13,Rubén Alcaraz,Valladolid,Spain,29,1924,2,2,10,0,47%,51%,59%,1.9,67.0,0.7,48.0,79%,0.09,1,1.0,1.3,0,1.5,0.4,8,0.0,0,3,0.09,0.09,24%,6.5
14,Álex Alegría,Mallorca,Spain,28,103,0,0,0,0,-,48%,42%,0.0,42.8,0.0,28.0,66%,0.00,0,0.0,0.9,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,5.6
15,Aleñà,Real Betis,Spain,22,900,1,0,1,0,73%,17%,45%,0.1,68.0,0.1,53.8,88%,0.00,0,1.4,0.7,0,1.3,0.5,4,0.0,0,0,0.10,0.10,38%,6.2
16,Sergio Álvarez,Celta,Spain,34,180,0,0,3,0,-,-,-,0.5,29.0,0.0,24.0,69%,0.00,0,0.0,0.0,0,0.0,0.0,2,1.0,0,0,0.00,0.00,0%,6.4
17,Sergio Álvarez,Eibar,Spain,28,1149,0,0,6,0,60%,42%,49%,1.8,44.5,1.3,33.2,71%,0.00,0,0.6,0.1,0,0.3,0.0,6,0.0,0,0,0.00,0.00,0%,6.2
18,Yeray Álvarez,Athletic,Spain,25,2811,0,0,2,0,54%,62%,64%,4.2,60.6,2.0,47.3,78%,0.00,1,0.4,0.4,0,0.4,0.1,11,0.0,0,1,0.00,0.00,17%,6.7
19,Ibrahim Amadou,Leganés,France,27,773,0,0,2,0,59%,60%,54%,0.7,41.1,1.3,32.0,80%,0.00,0,0.5,0.6,0,0.6,0.1,4,0.0,0,0,0.00,0.00,20%,6.3
20,Coke,Levante,Spain,33,988,1,0,3,0,71%,51%,53%,1.6,66.9,1.2,42.0,80%,0.00,1,1.5,2.4,0,0.8,0.3,2,0.0,0,1,0.09,0.09,33%,6.4
21,Mauro Arambarri,Getafe,Uruguay,25,3072,1,1,10,0,46%,48%,51%,0.9,43.3,1.2,26.0,68%,0.03,3,0.8,1.3,0,1.4,0.2,14,0.0,0,1,0.03,0.03,15%,6.2
22,Ronald Araújo,Barcelona,Uruguay,21,235,0,0,0,1,67%,50%,58%,3.1,89.2,0.4,79.2,93%,0.00,0,0.4,0.0,0,0.4,0.0,5,0.0,0,0,0.00,0.00,0%,6.9
23,Néstor Araujo,Celta,Mexico,29,2891,1,2,10,0,64%,61%,60%,4.2,58.9,1.6,48.2,85%,0.06,2,0.0,0.0,0,0.4,0.1,11,0.0,0,0,0.03,0.03,23%,6.6
24,Anaitz Arbilla,Eibar,Spain,33,2007,1,0,5,0,59%,61%,56%,3.1,65.4,1.4,48.8,73%,0.00,0,0.4,1.3,0,0.6,0.1,5,0.0,0,0,0.05,0.05,14%,6.3
25,Alphonse Aréola,Real Madrid,France,27,360,0,0,1,0,-,100%,33%,1.0,37.3,0.0,26.8,80%,0.00,0,0.0,0.0,0,0.0,0.0,1,2.3,0,0,0.00,0.00,0%,6.3
26,Santiago Arias,Atletico Madrid,Colombia,28,1075,0,1,1,0,69%,55%,64%,1.3,66.4,2.0,42.5,79%,0.08,4,0.3,2.0,0,0.5,0.2,6,0.0,0,1,0.00,0.00,33%,6.8
27,José Arnáiz,Osasuna,Spain,25,1119,2,1,4,0,28%,33%,35%,0.4,38.7,0.6,18.9,78%,0.08,1,1.1,1.5,0,2.4,0.8,6,0.0,0,0,0.15,0.15,32%,6.1
28,Sergio Asenjo,Villarreal,Spain,31,3060,0,0,2,0,-,100%,78%,0.7,35.1,0.0,25.7,67%,0.00,0,0.0,0.0,0,0.0,0.0,11,3.1,1,3,0.00,0.00,0%,6.6
29,Marco Asensio,Real Madrid,Spain,24,333,3,1,0,0,75%,33%,47%,1.1,56.8,0.3,39.5,88%,0.27,2,1.6,2.7,0,2.2,1.4,5,0.0,0,0,0.81,0.81,63%,6.8
30,Iago Aspas,Celta,Spain,33,3269,14,3,9,0,65%,32%,47%,0.1,49.7,0.6,34.6,77%,0.08,7,1.4,0.8,5,2.3,1.1,11,0.0,0,3,0.39,0.25,48%,6.7
31,Roger Assalé,Leganés,Côte d’Ivoire,27,521,2,1,1,0,67%,21%,44%,0.2,36.6,0.0,19.4,83%,0.17,2,2.1,1.0,0,1.9,1.0,5,0.0,0,1,0.34,0.34,55%,6.1
32,Miguel Atienza,Eibar,Spain,21,27,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.8
33,Chimy Ávila,Osasuna,Argentina,26,1593,9,2,6,0,76%,37%,41%,0.3,34.8,0.2,16.1,59%,0.12,6,0.9,1.2,0,4.0,1.6,5,0.0,0,4,0.50,0.50,40%,6.5
34,Pipa,Espanyol,Spain,22,472,0,0,3,0,88%,53%,54%,2.7,56.1,1.1,29.4,75%,0.00,0,0.8,4.4,0,0.2,0.2,2,0.0,0,0,0.00,0.00,100%,6.3
35,Javier Avilés,Leganés,Spain,23,177,1,1,1,0,80%,33%,47%,0.5,59.7,1.5,26.3,79%,0.50,1,1.5,8.6,0,2.5,1.0,3,0.0,0,0,0.50,0.50,40%,6.7
36,Chidozie Awaziem,Leganés,Nigeria,23,1994,0,0,10,0,66%,46%,53%,3.4,47.9,1.3,33.5,75%,0.00,0,0.3,0.4,0,0.5,0.0,7,0.0,0,0,0.00,0.00,0%,6.2
37,Ramon Azeez,Granada,Nigeria,27,1357,2,0,3,0,59%,36%,37%,0.7,36.2,1.4,24.4,80%,0.00,0,0.2,0.5,0,1.3,0.3,11,0.0,0,0,0.14,0.14,20%,6.0
38,Abdul Rahman Baba,Mallorca,Ghana,26,109,0,0,1,0,67%,25%,40%,1.6,61.1,0.8,28.9,63%,0.00,0,0.0,5.0,0,0.8,0.0,1,0.0,0,0,0.00,0.00,0%,6.1
39,Iddrisu Baba,Mallorca,Ghana,24,2916,0,0,6,0,63%,39%,50%,1.2,53.1,1.3,39.2,81%,0.00,0,1.6,0.1,0,0.5,0.1,5,0.0,0,0,0.00,0.00,13%,6.3
40,Carlos Bacca,Villarreal,Colombia,34,683,2,1,1,0,21%,47%,44%,0.9,29.8,0.0,17.3,76%,0.14,1,0.7,0.4,0,2.4,0.8,8,0.0,0,0,0.26,0.26,33%,5.9
41,Alejandro Baena,Villarreal,Spain,19,14,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
42,Gareth Bale,Real Madrid,Wales,31,1092,2,2,3,0,55%,67%,51%,0.5,54.8,0.5,36.0,80%,0.16,2,1.5,3.7,0,2.8,1.0,6,0.0,0,1,0.16,0.16,35%,6.4
43,Balenziaga,Athletic,Spain,32,561,0,0,1,0,73%,77%,72%,2.7,52.7,0.2,30.4,71%,0.00,0,0.5,2.3,0,0.5,0.0,2,0.0,0,0,0.00,0.00,0%,6.2
44,Éver Banega,Sevilla FC,Argentina,32,2482,3,7,10,0,66%,44%,53%,0.2,101.4,0.5,80.0,86%,0.25,9,2.1,5.9,2,1.4,0.4,13,0.0,0,6,0.11,0.04,25%,7.1
45,Federico Barba,Valladolid,Italy,27,450,0,0,3,0,50%,70%,66%,2.0,55.6,1.6,35.0,65%,0.00,0,0.2,1.0,0,0.2,0.2,1,0.0,0,0,0.00,0.00,100%,5.7
46,Enis Bardhi,Levante,North Macedonia,25,2114,7,2,5,0,53%,21%,45%,0.6,51.7,0.6,33.2,77%,0.08,3,1.6,2.8,0,2.5,0.8,4,0.0,0,2,0.30,0.30,33%,6.4
47,Kike Barja,Osasuna,Spain,23,313,0,1,0,0,100%,42%,40%,0.3,46.0,0.0,21.3,73%,0.29,2,3.2,2.6,0,1.7,0.9,3,0.0,0,0,0.00,0.00,50%,6.0
48,Antonio Barragán,Real Betis,Spain,33,638,0,1,4,0,71%,50%,55%,3.0,76.6,1.0,52.9,87%,0.14,1,0.3,4.8,0,0.3,0.0,3,0.0,0,0,0.00,0.00,0%,6.5
49,Ander Barrenetxea,Real Sociedad,Spain,18,430,0,0,1,0,90%,40%,43%,0.8,64.7,0.8,32.4,79%,0.00,0,4.4,4.8,0,3.1,0.8,5,0.0,0,0,0.00,0.00,27%,6.2
50,Marc Bartra,Real Betis,Spain,29,2527,3,1,8,0,54%,60%,59%,4.2,74.3,1.3,59.8,85%,0.04,3,0.4,0.1,0,0.8,0.1,5,0.0,0,3,0.11,0.11,17%,6.6
51,Gil Dias,Granada,Portugal,24,349,0,1,1,0,79%,31%,42%,1.8,54.9,0.8,30.4,77%,0.26,0,2.1,1.0,0,1.6,0.8,3,0.0,0,0,0.00,0.00,50%,6.3
52,Fran Beltrán,Celta,Spain,21,1835,1,0,2,1,56%,22%,42%,0.7,53.8,0.7,41.7,89%,0.00,1,1.0,0.9,0,0.7,0.2,10,0.0,0,1,0.05,0.05,29%,6.2
53,Hatem Ben Arfa,Valladolid,France,33,158,0,0,1,0,-,100%,40%,0.0,47.3,0.0,30.2,75%,0.00,0,4.5,0.0,0,1.1,0.0,1,0.0,0,0,0.00,0.00,0%,5.6
54,Karim Benzema,Real Madrid,France,32,3155,21,8,0,0,53%,43%,42%,0.8,49.9,0.3,36.7,86%,0.23,13,1.1,0.6,5,3.5,1.7,18,0.0,0,9,0.60,0.46,48%,7.3
55,Yuri Berchiche,Athletic,Spain,30,2852,2,1,7,0,74%,68%,61%,1.5,68.5,1.0,40.7,82%,0.04,2,1.3,3.4,0,1.1,0.3,12,0.0,0,1,0.06,0.06,26%,6.7
56,Markel Bergara,Getafe,Spain,34,70,0,0,2,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.8
57,Sergio Bermejo,Celta,Spain,23,4,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
58,Pedro Bigas,Eibar,Spain,30,1780,3,0,2,0,47%,62%,65%,3.9,47.9,2.0,34.7,68%,0.00,0,0.0,0.5,0,0.4,0.3,8,0.0,0,0,0.15,0.15,63%,6.4
59,Rubén Blanco,Celta,Spain,25,2961,0,0,4,0,100%,87%,86%,1.1,34.9,0.0,26.1,58%,0.00,0,0.0,0.0,0,0.0,0.0,10,2.8,0,3,0.00,0.00,0%,6.5
60,Alejandro Blesa,Levante,Spain,18,1,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-
61,Yassine Bounou,Sevilla FC,Morocco,29,494,0,1,1,0,-,100%,100%,1.1,35.1,0.0,26.2,69%,0.18,1,0.0,0.0,0,0.0,0.0,4,3.1,0,2,0.00,0.00,0%,7.2
62,Filip Bradarić,Celta,Croatia,27,703,0,0,2,1,72%,44%,44%,2.2,63.7,2.2,50.5,78%,0.00,0,0.4,0.5,0,0.5,0.5,5,0.0,0,0,0.00,0.00,100%,6.3
63,Martin Braithwaite,Barcelona,Denmark,29,2338,7,1,4,0,53%,40%,45%,0.3,32.3,0.2,18.7,71%,0.04,4,1.6,0.5,0,2.1,1.0,11,0.0,0,1,0.27,0.27,47%,6.1
64,Darko Brašanac,Osasuna,Serbia,28,2251,0,1,8,0,58%,38%,40%,0.8,41.7,0.8,29.9,74%,0.04,2,0.3,0.6,0,0.9,0.3,10,0.0,0,0,0.00,0.00,36%,6.1
65,Ante Budimir,Mallorca,Croatia,29,2781,13,2,12,0,47%,47%,45%,0.9,33.2,0.2,18.7,62%,0.06,1,0.6,0.2,2,1.8,0.7,5,0.0,0,2,0.42,0.36,40%,6.3
66,Esteban Burgos,Eibar,Argentina,28,1115,1,0,3,0,75%,67%,65%,5.2,43.2,1.5,31.5,63%,0.00,0,0.2,0.1,0,0.2,0.1,5,0.0,0,1,0.08,0.08,33%,6.2
67,Oliver Burke,Alavés,Scotland,23,1420,1,2,2,0,74%,48%,47%,0.8,35.8,0.6,20.1,68%,0.13,4,1.8,1.1,0,1.3,0.5,5,0.0,0,0,0.06,0.06,38%,5.9
68,Sergio Busquets,Barcelona,Spain,32,2492,2,2,9,0,58%,51%,61%,0.7,105.8,1.7,92.8,90%,0.07,6,0.9,0.0,0,0.4,0.1,13,0.0,0,3,0.07,0.07,40%,7.2
69,Unai Bustinza,Leganés,Spain,28,2691,0,1,8,0,63%,57%,61%,2.5,58.3,2.2,38.5,69%,0.04,2,0.2,1.5,0,0.2,0.1,7,0.0,0,1,0.00,0.00,50%,6.3
70,Erick Cabaco,Getafe,Uruguay,25,1076,0,0,4,0,67%,61%,61%,4.8,55.0,1.3,40.4,72%,0.00,0,0.3,0.3,0,0.4,0.0,5,0.0,0,0,0.00,0.00,0%,6.3
71,Nélson Semedo,Barcelona,Portugal,26,2095,1,2,2,0,57%,52%,62%,0.9,86.3,1.0,63.7,89%,0.09,3,2.2,0.9,0,0.3,0.1,13,0.0,0,0,0.05,0.05,25%,6.7
72,Leandro Cabrera,Espanyol,Uruguay,29,3062,2,1,5,0,54%,60%,59%,4.0,53.1,1.4,39.3,62%,0.03,2,0.2,0.4,0,0.3,0.1,10,0.0,0,1,0.06,0.06,27%,6.3
73,Aridai Cabrera,Mallorca,Spain,32,35,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.6
74,Fernando Calero,Espanyol,Spain,25,1043,0,0,4,1,64%,44%,51%,3.6,61.2,0.7,51.0,86%,0.00,0,0.1,0.0,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,6.1
75,Jonathan Calleri,Espanyol,Argentina,27,1815,1,3,5,0,68%,50%,47%,1.1,33.9,0.3,17.0,53%,0.15,4,0.9,1.1,0,2.3,0.7,3,0.0,0,0,0.05,0.05,28%,6.0
76,Víctor Camarasa,Alavés,Spain,26,1300,0,1,1,0,56%,34%,44%,1.0,49.4,1.0,35.5,81%,0.07,5,0.8,1.7,0,0.6,0.1,3,0.0,0,0,0.00,0.00,22%,6.3
77,Sergio Camello,Atletico Madrid,Spain,19,23,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.1
78,Jose Campana,Levante,Spain,27,3159,2,7,3,0,61%,53%,55%,1.1,76.6,1.2,55.4,82%,0.20,8,1.8,5.0,0,1.3,0.2,6,0.0,0,4,0.05,0.05,18%,6.9
79,Xisco Campos,Mallorca,Spain,38,468,0,1,2,0,75%,57%,53%,3.8,52.1,2.1,38.7,74%,0.19,1,0.0,0.6,0,0.8,0.0,1,0.0,0,0,0.00,0.00,0%,6.1
80,Campuzano,Espanyol,Spain,23,866,0,0,2,0,75%,26%,32%,0.4,31.0,0.2,14.8,67%,0.00,0,0.8,0.8,0,1.7,0.6,3,0.0,0,0,0.00,0.00,38%,5.5
81,Sergio Canales,Real Betis,Spain,29,3167,6,6,5,0,68%,19%,47%,0.4,75.0,0.3,58.6,89%,0.17,9,1.4,4.4,3,1.5,0.5,5,0.0,0,5,0.17,0.08,33%,6.9
82,Ander Capa,Athletic,Spain,28,2875,3,4,10,0,56%,65%,54%,1.5,63.8,0.9,35.8,76%,0.13,6,1.8,3.3,0,0.5,0.2,11,0.0,0,3,0.09,0.09,44%,6.5
83,Marc Cardona,Osasuna,Spain,25,704,1,2,1,0,-,20%,27%,0.3,36.6,0.3,21.6,74%,0.25,2,1.1,0.8,0,1.5,0.5,7,0.0,0,1,0.13,0.13,33%,5.7
84,Churripi,Valladolid,Spain,26,245,0,0,0,0,100%,100%,100%,1.8,44.5,0.0,32.7,30%,0.00,0,0.0,0.0,0,0.0,0.0,1,3.7,0,0,0.00,0.00,0%,6.6
85,Guido Carrillo,Leganés,Argentina,29,1207,1,2,2,0,77%,58%,54%,1.6,40.5,0.2,26.4,64%,0.15,1,0.3,0.2,0,2.8,1.0,4,0.0,0,1,0.07,0.07,38%,6.2
86,Dani Carvajal,Real Madrid,Spain,28,2740,1,5,11,0,73%,47%,51%,1.1,93.1,1.2,65.7,87%,0.16,9,0.8,3.5,0,0.7,0.3,16,0.0,0,3,0.04,0.04,45%,7.2
87,Casemiro,Real Madrid,Brazil,28,3091,4,3,12,0,65%,60%,54%,1.8,79.7,2.1,62.7,84%,0.09,2,0.8,0.7,0,1.3,0.4,17,0.0,0,2,0.12,0.12,29%,7.3
88,Lillo,Osasuna,Spain,31,193,0,0,2,0,51%,75%,63%,3.3,71.8,1.4,42.9,82%,0.00,1,1.4,5.1,0,0.5,0.0,1,0.0,0,0,0.00,0.00,0%,6.4
89,Santi Cazorla,Villarreal,Spain,35,2459,11,9,3,0,57%,41%,53%,0.4,77.9,0.6,57.5,86%,0.33,12,1.8,4.9,8,1.8,0.9,11,0.0,0,5,0.41,0.11,49%,7.0
90,Sofian Chakla,Villarreal,Morocco,27,180,0,0,1,0,-,33%,25%,3.5,50.5,1.5,43.5,83%,0.00,0,0.0,0.0,0,0.5,0.0,1,0.0,0,0,0.00,0.00,0%,5.9
91,Pablo Chavarría,Mallorca,Argentina,32,198,0,0,1,0,100%,66%,46%,0.9,45.5,0.5,25.4,61%,0.00,0,0.9,2.7,0,2.3,0.5,1,0.0,0,0,0.00,0.00,20%,5.7
92,Denis Cheryshev,Valencia,Russia,29,919,1,2,5,0,59%,42%,42%,0.5,49.4,0.7,28.7,71%,0.20,3,1.1,4.0,0,2.1,0.7,5,0.0,0,0,0.10,0.10,32%,5.9
93,Samuel Chukwueze,Villarreal,Nigeria,21,2014,3,2,2,0,68%,35%,52%,0.6,53.0,0.5,32.1,74%,0.09,8,2.7,1.6,0,2.1,0.5,11,0.0,0,0,0.14,0.14,23%,6.3
94,Jasper Cillessen,Valencia,Netherlands,31,2097,0,1,1,0,-,100%,89%,0.6,37.3,0.1,26.5,57%,0.05,0,0.0,0.0,0,0.0,0.0,5,3.4,2,3,0.00,0.00,0%,6.7
95,Óscar Clemente,Atletico Madrid,Spain,21,3,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
96,Carlos Clerc,Levante,Spain,28,1846,0,2,4,0,63%,54%,56%,2.1,60.1,1.2,35.3,72%,0.10,3,0.9,2.9,0,0.2,0.1,4,0.0,0,0,0.00,0.00,50%,6.2
97,Álex Collado,Barcelona,Spain,21,5,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
98,Francis Coquelin,Valencia,France,29,1908,0,0,7,0,59%,67%,54%,1.2,60.9,1.9,47.0,89%,0.00,0,1.0,0.1,0,0.4,0.1,6,0.0,0,1,0.00,0.00,11%,6.5
99,Sébastien Corchia,Espanyol,France,30,270,0,0,1,0,49%,0%,48%,1.7,77.7,1.7,40.7,85%,0.00,1,2.0,8.3,0,1.0,0.3,1,0.0,0,0,0.00,0.00,33%,6.4
100,Iñigo Córdoba,Athletic,Spain,23,1456,1,4,4,0,64%,49%,40%,0.3,43.4,1.0,25.8,73%,0.25,3,0.8,2.2,0,1.7,0.4,9,0.0,0,1,0.06,0.06,25%,6.1
101,Ángel Correa,Atletico Madrid,Argentina,25,2063,5,6,5,0,35%,23%,38%,0.7,44.9,0.6,23.8,77%,0.26,6,1.5,1.5,0,1.9,0.7,14,0.0,0,2,0.22,0.22,37%,6.3
102,Rober Correa,Eibar,Spain,28,932,0,0,3,0,50%,51%,53%,2.2,61.5,1.6,34.6,74%,0.00,1,0.6,3.1,0,0.5,0.1,3,0.0,0,0,0.00,0.00,20%,6.3
103,Thierry Correia,Valencia,Portugal,21,259,0,0,0,0,37%,45%,65%,3.1,63.2,0.7,35.8,76%,0.00,0,0.7,1.0,0,0.3,0.0,1,0.0,0,0,0.00,0.00,0%,5.7
104,Antonio Cortés,Granada,Spain,20,177,1,0,2,0,100%,44%,36%,0.5,36.0,1.0,14.9,55%,0.00,0,2.1,2.1,0,1.5,1.0,3,0.0,0,0,0.51,0.51,67%,5.6
105,Jaume Costa,Valencia,Spain,32,1390,0,1,2,1,85%,43%,54%,2.5,66.5,1.6,44.2,84%,0.06,1,0.8,1.9,0,0.2,0.1,5,0.0,0,0,0.00,0.00,67%,6.5
106,David Costas,Celta,Spain,25,335,0,0,1,0,76%,42%,44%,3.5,62.3,1.6,51.6,90%,0.00,0,0.0,0.0,0,0.3,0.0,0,0.0,0,0,0.00,0.00,0%,6.1
107,Thibaut Courtois,Real Madrid,Belgium,28,3060,0,0,1,0,-,100%,81%,0.6,35.6,0.1,25.9,75%,0.00,0,0.0,0.0,0,0.0,0.0,18,2.2,0,0,0.00,0.00,100%,6.7
108,Sebastián Cristóforo,Eibar,Uruguay,27,873,0,0,1,0,53%,33%,51%,0.1,50.2,0.8,28.7,76%,0.00,0,0.9,1.9,0,0.7,0.3,6,0.0,0,0,0.00,0.00,43%,6.1
109,Marc Cucurella,Getafe,Spain,22,3250,1,5,9,0,73%,40%,45%,0.6,53.4,0.9,31.1,68%,0.14,5,0.7,3.6,0,0.8,0.2,14,0.0,0,0,0.03,0.03,20%,6.3
110,Cuéllar,Leganés,Spain,36,2430,0,0,3,0,-,100%,88%,1.6,35.3,0.0,26.4,44%,0.00,0,0.0,0.0,0,0.0,0.0,8,2.5,1,1,0.00,0.00,0%,6.4
111,Rui Silva,Granada,Portugal,26,3150,0,0,3,0,-,100%,100%,1.0,41.6,0.1,33.1,52%,0.00,0,0.0,0.0,0,0.0,0.0,12,2.9,1,2,0.00,0.00,0%,6.5
112,Willian José,Real Sociedad,Brazil,28,2017,11,1,4,0,64%,55%,44%,0.6,35.1,0.1,24.5,72%,0.05,1,0.3,0.5,0,2.6,0.8,8,0.0,0,1,0.50,0.50,32%,6.2
113,Diego Costa,Atletico Madrid,Spain,32,1349,5,4,5,0,45%,43%,41%,0.6,37.9,0.2,23.9,69%,0.27,7,0.7,0.3,2,2.3,0.7,11,0.0,0,0,0.33,0.20,29%,6.1
114,Sidnei,Real Betis,Brazil,31,1178,1,0,1,0,76%,69%,68%,4.1,78.8,1.8,64.5,90%,0.00,0,0.5,0.0,0,0.4,0.1,1,0.0,0,1,0.07,0.07,40%,6.8
115,Munas Dabbur,Sevilla FC,Israel,28,24,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
116,Sergi Darder,Espanyol,Spain,26,2659,2,1,4,0,49%,63%,46%,0.6,48.4,0.7,34.5,76%,0.04,4,0.6,2.0,0,1.8,0.3,5,0.0,0,0,0.07,0.07,17%,6.0
117,Gabriel Paulista,Valencia,Brazil,29,2802,1,1,5,0,57%,60%,62%,4.8,67.8,1.7,56.4,88%,0.04,0,0.2,0.1,0,0.3,0.1,7,0.0,0,0,0.04,0.04,25%,6.6
118,Felipe,Atletico Madrid,Brazil,31,2100,1,0,7,0,74%,73%,64%,5.3,52.4,1.9,39.5,77%,0.00,0,0.2,0.1,0,0.8,0.2,9,0.0,0,2,0.05,0.05,26%,6.6
119,Pablo De Blasis,Eibar,Argentina,32,1590,2,3,1,0,76%,35%,45%,1.0,67.0,1.4,41.8,71%,0.17,4,0.7,4.9,1,0.8,0.3,8,0.0,0,0,0.12,0.05,40%,6.4
120,Jorge de Frutos,Valladolid,Spain,23,56,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.8
121,Luuk de Jong,Sevilla FC,Netherlands,30,2061,6,1,2,0,52%,55%,54%,1.0,36.6,0.3,23.1,69%,0.05,6,0.3,0.1,0,2.5,1.0,17,0.0,0,1,0.26,0.26,42%,6.4
122,Frenkie de Jong,Barcelona,Netherlands,23,2120,2,2,2,0,77%,39%,55%,0.4,81.6,1.0,69.5,92%,0.08,3,2.0,0.2,0,0.2,0.2,9,0.0,0,2,0.08,0.08,100%,7.0
123,Miguel,Valladolid,Spain,21,229,0,0,1,0,50%,29%,36%,0.4,28.6,0.0,12.9,52%,0.00,0,1.2,1.6,0,0.8,0.4,1,0.0,0,0,0.00,0.00,50%,5.3
124,Paulino,Alavés,Spain,23,72,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.4
125,De Marcos,Athletic,Spain,31,538,0,1,1,0,60%,50%,40%,0.8,46.3,1.3,29.4,76%,0.17,2,0.3,3.3,0,0.2,0.0,3,0.0,0,0,0.00,0.00,0%,5.9
126,Raúl de Tomás,Espanyol,Spain,26,1074,4,0,5,0,78%,36%,43%,0.3,42.3,0.8,22.0,78%,0.00,0,2.6,0.8,1,2.9,1.2,2,0.0,0,0,0.33,0.25,40%,6.5
