,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
174,Nabil Fekir,Lyon,France,27,2481,18,8,8,0,74%,45%,53%,0.1,66.3,0.3,41.3,85%,0.29,13,3.3,3.6,3,3.2,1.7,9,0.0,0,8,0.66,0.54,54%,7.7
175,Julien Féret,Caen,France,38,3071,0,1,3,0,70%,59%,48%,1.6,63.7,1.5,46.1,80%,0.03,13,0.8,3.8,0,0.8,0.1,13,0.0,0,2,0.00,0.00,8%,6.7
176,Brian Fernández,FC Metz,Argentina,26,121,0,0,0,0,-,100%,62%,0.0,40.9,0.0,15.6,71%,0.00,0,1.5,2.2,0,4.5,1.5,0,0.0,0,0,0.00,0.00,33%,5.7
177,Jordan Ferri,Lyon,France,28,620,0,1,4,0,60%,50%,51%,1.3,94.6,0.7,77.8,88%,0.14,1,1.8,0.7,0,1.0,0.1,13,0.0,0,0,0.00,0.00,14%,6.7
178,Guessouma Fofana,Amiens,France,27,737,0,0,3,1,65%,47%,48%,1.3,45.1,1.5,29.1,74%,0.00,0,1.6,1.0,0,0.7,0.1,5,0.0,0,0,0.00,0.00,17%,6.1
179,Steven Fortes,Toulouse,Cape Verde Islands,28,154,0,0,1,0,50%,34%,36%,3.5,57.3,1.8,46.2,81%,0.00,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.4
180,Dimitri Foulquier,Strasbourg,Guadeloupe,27,1237,0,2,2,0,52%,35%,49%,1.8,65.0,1.1,37.0,77%,0.14,3,2.4,1.8,0,0.1,0.0,1,0.0,0,0,0.00,0.00,0%,6.3
181,Lilian Fournier,FC Metz,France,22,14,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
182,Angelo Fulgini,Angers,France,24,1529,3,5,4,0,63%,24%,42%,0.4,60.4,1.3,39.1,77%,0.30,5,1.5,3.4,0,2.2,0.5,4,0.0,0,0,0.18,0.18,24%,6.4
183,Milan Gajić,Bordeaux,Serbia,24,360,0,1,0,0,50%,40%,42%,2.8,60.8,1.0,34.3,77%,0.25,0,0.0,1.8,0,0.3,0.0,2,0.0,0,0,0.00,0.00,0%,6.4
184,Serge Gakpé,Amiens,Togo,33,1836,3,3,1,0,69%,32%,38%,0.6,36.0,0.5,23.4,72%,0.14,1,0.9,1.3,0,1.5,0.6,8,0.0,0,0,0.14,0.14,40%,5.9
185,Ignatius Ganago,Nice,Cameroon,21,63,1,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,3,0,0,0,0,0,-,6.5
186,Gonçalo Guedes,PSG,Portugal,23,4,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-
187,Najib Gandi,Nantes,France,26,91,0,0,1,0,83%,50%,67%,1.9,67.5,3.9,35.2,81%,0.00,0,3.9,1.0,0,1.9,0.0,4,0.0,0,0,0.00,0.00,0%,6.6
188,Radamel Falcao,Monaco,Colombia,34,2140,18,4,1,0,65%,35%,38%,0.4,39.5,0.5,23.2,79%,0.17,2,0.8,0.3,3,2.9,1.4,8,0.0,0,3,0.76,0.63,47%,6.9
189,Jérémy Gelin,Stade Rennais,France,23,2313,0,2,2,0,52%,55%,49%,3.4,63.8,1.5,53.7,84%,0.08,1,0.1,0.1,0,0.2,0.0,9,0.0,0,1,0.00,0.00,0%,6.6
190,Romain Genevois,Caen,Haiti,33,1814,0,1,4,1,59%,58%,57%,3.6,52.7,1.7,34.7,72%,0.05,0,0.2,2.4,0,0.3,0.1,7,0.0,0,1,0.00,0.00,14%,6.4
191,Valère Germain,Marseille,France,30,2170,9,5,2,0,75%,32%,34%,0.8,31.4,0.3,20.9,76%,0.21,9,0.2,1.1,0,2.5,1.3,13,0.0,0,0,0.37,0.37,52%,6.3
192,Willem Geubbels,Lyon,France,19,31,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.8
193,Rachid Ghezzal,Monaco,Algeria,28,993,2,3,2,1,77%,28%,42%,0.3,74.8,1.0,45.8,77%,0.27,4,2.6,4.8,0,2.6,0.6,9,0.0,0,0,0.18,0.18,24%,6.4
194,Guillaume Gillet,Nantes,Belgium,36,15,0,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
195,Jimmy Giraudon,Troyes,France,28,2092,0,0,4,1,65%,59%,62%,5.4,54.2,1.4,42.6,79%,0.00,0,0.3,0.1,0,0.2,0.1,6,0.0,0,0,0.00,0.00,40%,6.3
196,Thibault Giresse,Guingamp,France,0 (3),0,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,53
197,Andrei Girotto,Nantes,Brazil,28,1521,1,1,8,0,67%,59%,54%,2.7,54.9,1.1,37.8,76%,0.06,0,0.5,0.5,0,1.8,0.5,11,0.0,0,0,0.06,0.06,26%,6.5
198,Kamil Glik,Monaco,Poland,32,3240,3,3,8,0,67%,61%,58%,7.6,60.8,1.6,46.7,81%,0.08,3,0.1,0.0,0,0.7,0.2,14,0.0,0,1,0.08,0.08,33%,6.8
199,Joris Gnagnon,Stade Rennais,Côte d’Ivoire,23,2917,2,2,3,0,76%,65%,66%,4.6,50.9,0.9,39.9,91%,0.06,1,0.2,0.0,0,0.9,0.3,10,0.0,0,3,0.06,0.06,34%,6.7
200,Anthony Gonçalves,Strasbourg,France,34,1752,0,1,5,0,64%,44%,40%,1.3,57.1,1.4,32.8,76%,0.05,2,0.5,7.4,0,1.1,0.3,2,0.0,0,0,0.00,0.00,24%,6.1
201,Georges Gope-Fenepej,Amiens,New Caledonia,32,44,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.4
202,Mathieu Gorgelin,Lyon,France,30,360,0,0,0,0,-,67%,75%,1.3,28.8,0.0,20.5,71%,0.00,0,0.0,0.0,0,0.0,0.0,1,1.8,0,0,0.00,0.00,0%,6.3
203,Prince-Désir Gouano,Amiens,France,26,2751,0,0,4,1,78%,58%,61%,5.9,49.0,1.7,35.1,80%,0.00,0,0.2,0.1,0,0.3,0.1,9,0.0,0,0,0.00,0.00,25%,6.5
204,Lemouya Goudiaby,FC Metz,Senegal,23,160,0,0,0,0,50%,-,44%,1.7,64.1,1.1,32.6,91%,0.00,0,0.6,4.5,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,5.7
205,Amine Gouiri,Lyon,France,20,76,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,5,0,0,0,0,0,-,5.9
206,Yoann Gourcuff,Stade Rennais,France,34,426,1,2,0,0,71%,27%,49%,0.4,54.5,0.4,39.5,88%,0.42,1,0.8,1.7,0,1.9,0.6,3,0.0,0,0,0.21,0.21,33%,6.3
207,Max-Alain Gradel,Toulouse,Côte d’Ivoire,32,2418,8,1,5,1,59%,21%,44%,0.8,61.0,0.6,28.3,66%,0.04,7,3.0,8.4,4,2.6,1.0,8,0.0,0,3,0.30,0.15,40%,6.6
208,Samuel Grandsir,Troyes,France,24,2608,3,4,3,0,63%,25%,40%,0.5,53.0,0.9,29.1,75%,0.14,6,2.4,2.9,0,1.7,0.7,8,0.0,0,0,0.11,0.11,42%,6.3
209,Clément Grenier,Guingamp,France,29,1215,5,4,2,0,67%,45%,44%,1.1,73.8,1.0,50.1,74%,0.30,4,1.6,7.0,2,2.1,0.7,3,0.0,0,1,0.37,0.23,36%,6.9
210,Jérémy Grimm,Strasbourg,France,33,795,1,0,3,0,74%,75%,57%,3.4,57.5,2.1,38.7,81%,0.00,0,0.7,0.8,0,1.6,0.5,2,0.0,0,0,0.12,0.12,29%,6.4
211,Marcelo,Lyon,Brazil,33,3107,3,1,5,1,96%,74%,65%,6.6,77.5,1.7,64.7,88%,0.03,2,0.2,0.1,0,0.7,0.3,15,0.0,0,5,0.09,0.09,43%,7.1
212,Frédéric Guilbert,Caen,France,25,3240,1,2,12,0,67%,59%,56%,3.3,61.4,2.5,29.4,75%,0.05,4,0.7,3.5,0,0.4,0.1,13,0.0,0,2,0.03,0.03,23%,6.8
213,Baptiste Guillaume,Angers,Belgium,25,446,1,2,3,0,25%,45%,38%,0.2,30.3,0.4,17.8,61%,0.41,2,0.4,0.4,0,1.4,0.8,3,0.0,0,1,0.20,0.20,57%,5.9
214,Régis Gurtner,Amiens,France,33,3330,0,0,2,0,-,100%,94%,0.9,40.4,0.1,31.3,48%,0.00,0,0.1,0.0,0,0.0,0.0,11,3.6,0,2,0.00,0.00,0%,6.7
215,Oussama Haddadi,Dijon,Tunisia,28,2499,1,1,6,1,68%,37%,44%,2.3,62.6,1.6,39.1,78%,0.04,1,0.9,3.0,0,0.2,0.1,4,0.0,0,0,0.04,0.04,33%,6.2
216,Romain Hamouma,Saint-Étienne,France,33,1853,5,3,4,0,73%,38%,42%,0.3,46.9,0.6,26.3,79%,0.14,8,0.9,5.2,0,2.0,0.8,12,0.0,0,2,0.24,0.24,38%,6.5
217,Gauthier Hein,FC Metz,France,24,81,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.2
218,Christophe Hérelle,Troyes,Martinique,28,2959,0,0,7,1,67%,68%,63%,7.2,52.5,1.8,38.5,84%,0.00,0,0.1,0.0,0,0.4,0.1,6,0.0,0,1,0.00,0.00,31%,6.6
219,Hilton,Montpellier,Brazil,43,2430,0,0,5,0,61%,67%,65%,5.0,54.1,2.1,39.5,79%,0.00,0,0.3,0.1,0,0.7,0.1,10,0.0,0,3,0.00,0.00,20%,6.9
220,Tomáš Hubočan,Marseille,Slovakia,35,90,0,0,1,0,-,80%,42%,1.0,39.0,0.0,27.0,74%,0.00,0,0.0,1.0,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,4.8
221,Adrien Hunou,Stade Rennais,France,26,1462,5,1,1,0,62%,26%,40%,0.5,45.8,0.6,30.3,80%,0.06,0,0.6,0.6,0,1.5,0.6,7,0.0,0,0,0.31,0.31,40%,6.2
222,Edgar Ié,Lille,Portugal,26,3147,1,0,6,0,58%,60%,57%,3.7,68.9,2.4,49.6,85%,0.00,0,0.7,1.0,0,0.4,0.1,5,0.0,0,0,0.03,0.03,31%,6.6
223,Julien Ielsch,Amiens,France,37,615,0,0,4,0,64%,25%,44%,1.8,50.6,1.6,31.6,64%,0.00,0,0.7,0.7,0,0.7,0.0,7,0.0,0,0,0.00,0.00,0%,6.1
224,Jordan Ikoko,Guingamp,Congo DR,26,2419,0,2,6,0,68%,50%,51%,2.4,62.3,1.9,37.4,82%,0.07,2,0.9,2.0,0,0.4,0.2,8,0.0,0,0,0.00,0.00,50%,6.4
225,Jonathan Ikoné,Montpellier,France,22,1000,1,1,0,0,85%,25%,41%,0.3,53.1,0.5,33.1,72%,0.09,5,3.0,2.3,0,1.6,0.4,5,0.0,0,0,0.09,0.09,22%,6.1
226,Jules Iloki,Nantes,France,28,1420,0,0,1,0,77%,54%,48%,0.8,41.0,0.8,26.3,74%,0.00,2,0.6,5.1,0,0.7,0.3,8,0.0,0,0,0.00,0.00,36%,5.8
227,Giannelli Imbula,Toulouse,Congo DR,24,2257,1,1,4,0,73%,46%,57%,0.5,63.5,0.8,47.0,88%,0.04,3,2.6,1.8,0,1.4,0.4,11,0.0,0,1,0.04,0.04,29%,6.6
228,Emmanuel Imorou,Caen,Benin,32,33,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,6.3
229,João Moutinho,Monaco,Portugal,34,2802,1,6,6,0,63%,54%,49%,1.6,76.9,1.1,60.8,86%,0.19,10,0.7,3.5,0,0.7,0.1,11,0.0,0,3,0.04,0.04,17%,7.1
230,Christophe Jallet,Nice,France,37,1173,0,0,4,0,73%,57%,53%,2.8,76.3,1.3,54.4,87%,0.00,1,0.4,1.7,0,0.4,0.1,5,0.0,0,0,0.00,0.00,40%,6.7
231,Ablie Jallow,FC Metz,Gambia,21,131,0,0,0,0,100%,100%,53%,0.7,47.4,2.1,28.9,83%,0.00,2,1.4,2.1,0,0.7,0.0,0,0.0,0,0,0.00,0.00,0%,6.6
232,Saidy Janko,Saint-Étienne,Switzerland,25,1420,0,0,4,0,72%,49%,56%,2.2,67.8,1.0,36.3,80%,0.00,1,2.0,3.6,0,0.3,0.1,5,0.0,0,0,0.00,0.00,40%,6.3
233,Nicolas Janvier,Stade Rennais,France,22,75,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.7
234,Corentin Jean,Toulouse,France,25,1685,1,2,3,0,66%,35%,47%,0.4,39.7,0.8,23.1,72%,0.11,4,1.2,4.3,0,1.4,0.5,9,0.0,0,0,0.05,0.05,35%,5.9
235,Benjamin Jeannot,Dijon,France,28,1401,4,1,4,0,66%,37%,36%,1.6,35.7,0.5,21.9,71%,0.06,3,0.6,0.4,0,1.7,0.6,4,0.0,0,0,0.26,0.26,33%,6.0
236,Karl-Johan Johnsson,Guingamp,Sweden,30,3420,0,0,0,0,-,93%,89%,0.7,35.9,0.1,26.6,59%,0.00,0,0.0,0.0,0,0.0,0.0,11,3.0,2,1,0.00,0.00,0%,6.5
237,Yann Jouffre,FC Metz,France,36,275,0,0,0,0,67%,48%,44%,0.7,73.6,1.0,53.0,88%,0.00,1,1.0,5.9,0,0.3,0.0,0,0.0,0,0,0.00,0.00,0%,6.4
238,Vukašin Jovanović,Bordeaux,Serbia,24,1440,0,0,4,0,77%,56%,59%,4.1,56.9,1.8,45.6,89%,0.00,0,0.1,0.1,0,0.3,0.1,4,0.0,0,1,0.00,0.00,50%,6.6
239,Stevan Jovetić,Monaco,Montenegro,31,750,8,1,1,0,100%,47%,38%,0.4,46.5,0.4,29.7,68%,0.12,1,0.7,0.5,0,4.2,1.8,5,0.0,0,1,0.96,0.96,43%,6.6
240,Christopher Jullien,Toulouse,France,27,2607,2,2,7,0,77%,75%,64%,6.1,55.5,1.5,42.7,79%,0.07,1,0.0,0.1,0,0.9,0.3,9,0.0,0,3,0.07,0.07,32%,6.5
241,Alexander Kačaniklić,Nantes,Sweden,29,312,0,1,0,0,63%,60%,52%,2.0,45.7,1.7,23.3,73%,0.29,0,0.6,3.5,0,0.9,0.3,2,0.0,0,0,0.00,0.00,33%,6.0
242,Gaël Kakuta,Amiens,Congo DR,29,3092,6,6,3,0,66%,31%,43%,0.4,61.4,0.8,35.5,69%,0.17,11,2.6,5.0,0,1.6,0.5,11,0.0,0,1,0.17,0.17,33%,6.4
243,François Kamano,Bordeaux,Guinea,24,2020,8,4,4,0,75%,35%,41%,0.2,50.4,0.7,27.7,83%,0.18,5,2.0,2.7,1,2.8,0.9,8,0.0,0,2,0.36,0.32,32%,6.5
244,Bingourou Kamara,Strasbourg,Senegal,24,1692,0,0,2,0,-,45%,42%,0.5,38.2,0.1,28.8,58%,0.00,0,0.1,0.0,0,0.0,0.0,2,2.9,0,0,0.00,0.00,0%,6.2
245,Boubacar Kamara,Marseille,France,20,455,0,1,1,0,100%,53%,55%,3.4,71.0,0.8,53.8,89%,0.20,1,1.0,0.4,0,0.4,0.2,2,0.0,0,1,0.00,0.00,50%,7.1
246,Eiji Kawashima,FC Metz,Japan,37,2570,0,0,0,1,100%,29%,45%,0.6,37.1,0.1,26.3,49%,0.00,0,0.0,0.0,0,0.0,0.0,2,3.9,2,3,0.00,0.00,0%,6.4
247,Joris Kayembe,Nantes,Belgium,26,88,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.6
248,Christophe Kerbrat,Guingamp,France,34,3321,1,0,4,0,73%,43%,56%,6.5,58.8,1.8,44.4,83%,0.00,0,0.2,0.1,0,0.2,0.1,11,0.0,0,1,0.03,0.03,29%,6.6
249,Billy Ketkeophomphone,Angers,Laos,30,434,0,0,0,0,71%,32%,39%,1.5,61.5,1.5,34.8,77%,0.00,1,1.9,2.3,0,1.9,0.8,1,0.0,0,0,0.00,0.00,44%,5.9
250,Driss Khalid,Toulouse,Morocco,21,28,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.0
251,Saîf-Eddine Khaoui,Troyes,Tunisia,25,1959,5,2,1,0,46%,29%,48%,0.4,52.3,1.3,29.0,72%,0.09,5,2.3,4.8,0,2.8,1.1,8,0.0,0,0,0.23,0.23,37%,6.2
252,Wahbi Khazri,Stade Rennais,Tunisia,29,1927,9,2,8,1,73%,35%,43%,0.1,53.5,0.3,30.4,78%,0.09,5,2.1,3.0,3,3.0,1.0,6,0.0,0,2,0.42,0.28,32%,6.6
253,Presnel Kimpembe,PSG,France,25,2424,0,0,8,0,72%,56%,65%,2.8,80.2,1.0,69.0,95%,0.00,0,0.7,0.2,0,0.5,0.1,14,0.0,0,1,0.00,0.00,33%,7.0
254,Hervé Koffi,Lille,Burkina Faso,24,360,0,0,0,0,-,100%,100%,0.3,37.3,0.3,26.8,67%,0.00,0,0.0,0.0,0,0.0,0.0,0,2.5,0,0,0.00,0.00,0%,5.8
255,Seybou Koïta,Amiens,Niger,26,210,0,0,0,0,100%,38%,46%,0.9,34.7,0.0,24.0,71%,0.00,0,1.3,1.3,0,1.3,0.9,0,0.0,0,0,0.00,0.00,67%,5.7
256,Moussa Konaté,Amiens,Senegal,27,2482,13,1,8,0,86%,38%,37%,0.4,33.4,0.1,18.5,68%,0.04,3,0.5,0.8,2,2.5,1.0,9,0.0,0,1,0.47,0.40,40%,6.3
257,Bakary Koné,Strasbourg,Burkina Faso,32,2462,2,0,3,0,65%,60%,57%,4.3,47.5,1.2,37.4,85%,0.00,0,0.2,0.0,0,0.4,0.1,3,0.0,0,0,0.07,0.07,20%,6.2
258,Terence Kongolo,Monaco,Netherlands,26,258,0,0,0,0,67%,80%,60%,4.9,69.4,2.4,38.0,77%,0.00,1,0.3,3.8,0,0.3,0.0,1,0.0,0,0,0.00,0.00,0%,6.9
259,Christian Kouakou,Caen,Côte d’Ivoire,29,842,1,1,0,0,54%,47%,50%,0.5,34.9,0.9,14.5,74%,0.11,0,0.6,2.0,0,2.9,0.6,5,0.0,0,0,0.11,0.11,22%,5.9
260,Rominigue Kouamé,Lille,Mali,23,196,0,1,0,0,60%,0%,47%,0.0,80.4,2.3,57.1,86%,0.46,1,3.2,1.4,0,0.0,0.0,2,0.0,0,0,0.00,0.00,0%,6.0
261,Tomáš Koubek,Stade Rennais,Czech Republic,28,3060,0,0,0,0,-,94%,86%,1.2,34.0,0.1,25.6,54%,0.00,0,0.0,0.0,0,0.0,0.0,10,2.8,1,2,0.00,0.00,0%,6.5
262,Jules Koundé,Bordeaux,France,22,1588,2,0,1,0,73%,46%,54%,5.3,58.9,0.8,47.7,84%,0.00,1,0.2,0.1,0,0.6,0.2,5,0.0,0,0,0.12,0.12,30%,6.9
263,Vincent Koziello,Nice,France,25,809,0,0,3,0,56%,23%,43%,0.7,78.5,2.1,65.6,94%,0.00,0,0.7,0.1,0,0.4,0.1,4,0.0,0,0,0.00,0.00,25%,6.5
264,Rene Krhin,Nantes,Slovenia,30,1314,1,0,5,0,78%,48%,55%,2.5,46.6,1.2,34.8,84%,0.00,0,0.8,0.0,0,0.8,0.1,5,0.0,0,0,0.07,0.07,18%,6.5
265,Layvin Kurzawa,PSG,France,28,1706,2,1,1,0,75%,56%,50%,1.8,73.5,1.9,48.8,86%,0.05,2,0.9,2.0,0,1.1,0.2,10,0.0,0,0,0.11,0.11,14%,6.9
266,Enock Kwateng,Nantes,France,23,90,0,0,0,0,75%,100%,69%,6.0,62.0,1.0,33.0,64%,0.00,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,7.4
267,Kwon Changhoon,Dijon,Korea Republic,26,2143,11,3,3,0,62%,21%,44%,1.1,47.1,1.1,25.6,72%,0.13,3,1.2,3.6,0,2.8,1.1,4,0.0,0,0,0.46,0.46,41%,6.4
268,Brighton Labeau,Amiens,France,24,21,0,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
269,Gaëtan Laborde,Bordeaux,France,26,954,3,0,1,0,78%,44%,41%,0.7,41.8,0.1,22.7,65%,0.00,0,1.4,1.1,1,2.9,1.2,7,0.0,0,0,0.28,0.19,42%,6.2
270,Léo Lacroix,Saint-Étienne,Switzerland,28,773,0,0,3,1,62%,61%,58%,5.9,54.3,1.3,41.2,86%,0.00,0,0.3,0.0,0,0.9,0.1,2,0.0,0,0,0.00,0.00,13%,6.3
271,Alban Lafont,Toulouse,France,21,3420,0,0,3,0,-,100%,77%,1.0,38.5,0.1,28.8,59%,0.00,0,0.0,0.0,0,0.0,0.0,12,2.8,0,0,0.00,0.00,0%,6.3
272,Kenny Lala,Strasbourg,France,29,2724,3,4,5,0,54%,51%,57%,1.9,74.8,1.4,44.3,79%,0.14,3,2.0,2.3,3,0.5,0.2,4,0.0,0,2,0.10,0.00,40%,6.6
273,Ádám Lang,Dijon,Hungary,27,234,0,0,1,0,34%,45%,40%,4.6,56.4,1.2,46.4,85%,0.00,0,0.4,0.4,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,5.8
274,Paul Lasne,Montpellier,France,31,3063,1,2,10,0,66%,52%,54%,0.7,66.5,1.7,50.8,82%,0.06,2,0.8,1.6,0,1.3,0.3,14,0.0,0,2,0.03,0.03,27%,6.7
275,Wesley Lautoa,Dijon,New Caledonia,33,622,0,0,1,0,76%,46%,58%,3.2,55.3,2.8,41.1,83%,0.00,0,0.6,0.0,0,0.1,0.0,2,0.0,0,0,0.00,0.00,0%,6.5
276,Mickaël Le Bihan,Nice,France,30,100,0,0,0,0,-,20%,30%,0.0,63.0,0.9,40.5,91%,0.00,0,2.7,2.7,0,0.9,0.0,1,0.0,0,0,0.00,0.00,0%,5.8
277,Maxime Le Marchand,Nice,France,31,2536,0,3,4,0,78%,68%,60%,3.0,83.0,2.4,64.6,89%,0.11,0,0.6,1.1,0,0.4,0.0,7,0.0,0,1,0.00,0.00,0%,6.9
278,James Lea Siliki,Stade Rennais,France,24,1812,3,2,6,0,71%,46%,49%,0.7,53.9,1.0,34.1,78%,0.10,4,1.5,2.9,0,1.7,0.5,9,0.0,0,0,0.15,0.15,29%,6.4
279,Benjamin Lecomte,Montpellier,France,29,3420,0,0,1,0,100%,95%,93%,0.8,35.6,0.0,24.4,64%,0.00,0,0.0,0.0,0,0.0,0.0,14,2.3,0,3,0.00,0.00,0%,6.7
280,Pierre Lees Melou,Nice,France,27,2898,5,6,6,1,63%,30%,47%,1.0,65.3,1.1,46.7,85%,0.19,6,1.0,3.4,1,1.5,0.7,10,0.0,0,1,0.15,0.13,43%,6.8
281,Thomas Lemar,Monaco,France,25,2383,2,8,1,0,51%,31%,48%,0.5,64.9,0.7,42.1,85%,0.31,12,1.8,6.4,0,1.8,0.4,11,0.0,0,2,0.07,0.07,23%,6.8
282,Dylan Lempereur,FC Metz,France,22,140,0,0,0,0,60%,20%,41%,3.9,49.5,1.3,25.1,74%,0.00,0,0.6,0.6,0,0.6,0.0,0,0.0,0,0,0.00,0.00,0%,5.8
283,Lukas Lerager,Bordeaux,Denmark,27,3286,3,1,8,0,71%,56%,51%,1.8,58.3,1.8,43.1,77%,0.03,3,0.2,0.6,0,1.1,0.3,10,0.0,0,1,0.08,0.08,29%,6.8
284,Alexandre Letellier,Angers,France,29,1170,0,0,0,0,-,100%,100%,0.3,29.1,0.0,21.1,58%,0.00,0,0.0,0.0,0,0.0,0.0,1,2.1,0,0,0.00,0.00,0%,6.1
285,Igor Lewczuk,Bordeaux,Poland,35,435,0,0,3,0,78%,33%,35%,2.5,48.2,1.4,32.5,83%,0.00,1,0.4,2.3,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.1
286,Dimitri Liénard,Strasbourg,France,32,2605,5,5,6,0,68%,31%,49%,1.2,74.8,1.9,47.5,80%,0.17,14,1.2,9.2,1,1.8,0.7,4,0.0,0,3,0.17,0.14,37%,6.9
287,Giovani Lo Celso,PSG,Argentina,24,1768,4,3,2,0,77%,27%,56%,0.5,100.5,1.0,80.1,90%,0.15,3,2.4,0.8,0,1.9,0.7,15,0.0,0,3,0.21,0.21,37%,7.4
288,Enzo Loiodice,Dijon,France,19,164,0,0,0,0,56%,33%,56%,0.0,69.7,1.1,57.6,82%,0.00,0,1.1,0.6,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.3
289,Anthony Lopes,Lyon,Portugal,30,3060,0,0,1,0,-,100%,91%,0.8,36.1,0.0,25.9,76%,0.00,0,0.0,0.0,0,0.0,0.0,14,3.1,2,1,0.00,0.00,0%,6.7
290,Maxime López,Marseille,France,22,1372,0,1,2,0,67%,16%,39%,0.3,104.4,0.5,90.3,92%,0.06,3,1.0,3.0,0,0.7,0.3,9,0.0,0,0,0.00,0.00,40%,7.0
291,Arnaud Lusamba,Nice,France,23,159,0,0,0,0,75%,0%,61%,0.6,79.3,0.6,51.8,82%,0.00,0,3.9,0.0,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.2
292,Cheikh M'Bengue,Saint-Étienne,Senegal,32,490,0,0,2,0,50%,82%,58%,2.8,53.4,1.5,30.6,77%,0.00,1,0.2,0.7,0,0.2,0.2,1,0.0,0,0,0.00,0.00,100%,5.7
293,Raïs M'Bolhi,Stade Rennais,Algeria,34,90,0,0,0,0,-,100%,50%,0.0,29.0,0.0,22.0,32%,0.00,0,0.0,0.0,0,0.0,0.0,0,4.0,0,0,0.00,0.00,0%,5.9
294,Yann M'Vila,Saint-Étienne,France,30,1482,0,0,1,0,66%,58%,59%,3.2,90.8,1.9,78.0,88%,0.00,0,0.3,0.4,0,0.2,0.0,7,0.0,0,1,0.00,0.00,0%,7.1
295,Zinédine Machach,Toulouse,France,24,193,1,0,2,0,43%,0%,36%,0.9,43.4,0.9,17.3,76%,0.00,1,2.3,3.3,0,1.9,0.5,1,0.0,0,0,0.47,0.47,25%,5.9
296,Hicham Mahou,Nice,France,21,52,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.2
297,Thiago Maia,Lille,Brazil,23,2466,0,0,3,0,80%,49%,48%,1.5,78.5,2.3,62.5,85%,0.00,0,1.5,0.3,0,0.6,0.1,5,0.0,0,1,0.00,0.00,13%,6.7
298,Habib Maïga,Saint-Étienne,Côte d’Ivoire,24,703,1,0,2,0,62%,40%,45%,0.9,65.5,2.6,41.1,79%,0.00,1,2.4,2.0,0,0.8,0.1,4,0.0,0,0,0.13,0.13,17%,6.4
299,Mike Maignan,Lille,France,24,3033,0,0,0,1,200%,77%,84%,0.7,40.1,0.0,28.4,75%,0.00,0,0.3,0.0,0,0.0,0.0,5,3.3,2,3,0.00,0.00,0%,6.6
300,Jean-Victor Makengo,Nice,France,22,244,0,0,1,0,50%,33%,40%,0.4,61.6,1.1,38.7,90%,0.00,0,3.7,1.9,0,0.7,0.4,2,0.0,0,0,0.00,0.00,50%,6.1
301,Kevin Malcuit,Lille,Morocco,29,1817,0,6,2,0,74%,52%,60%,2.1,79.5,1.9,48.4,81%,0.30,6,2.8,3.3,0,0.5,0.1,4,0.0,0,1,0.00,0.00,30%,6.9
