,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
154,Péter Gulácsi,RB Leipzig,Hungary,30,2880,0,1,0,0,-,68%,76%,0.7,43.6,0.0,33.6,77%,0.03,1,0.0,0.0,0,0.0,0.0,10,2.6,0,1,0.00,0.00,0%,6.6
155,Manuel Gulde,Freiburg,Germany,29,1373,1,0,0,0,59%,53%,62%,4.8,68.0,1.4,52.4,86%,0.00,0,0.3,0.7,0,0.9,0.3,2,0.0,0,1,0.06,0.06,29%,6.5
156,Christian Günter,Freiburg,Germany,27,3032,2,8,2,0,49%,25%,39%,0.9,59.3,0.4,30.6,73%,0.23,10,0.5,8.3,0,0.9,0.2,7,0.0,0,0,0.06,0.06,25%,6.3
157,Erling Haaland,Dortmund,Norway,20,1063,13,2,0,0,68%,49%,40%,0.3,32.1,0.3,19.3,71%,0.17,2,0.8,0.5,0,2.8,1.6,8,0.0,0,2,1.10,1.10,58%,7.0
158,Janik Haberer,Freiburg,Germany,26,1723,2,2,4,0,65%,39%,44%,1.0,60.9,1.4,46.0,83%,0.11,3,0.8,0.6,0,0.7,0.2,4,0.0,0,1,0.11,0.11,31%,6.5
159,Alexander Hack,Mainz,Germany,27,802,0,0,2,0,42%,59%,59%,6.5,69.5,2.9,46.9,78%,0.00,0,0.2,0.2,0,0.9,0.1,1,0.0,0,0,0.00,0.00,13%,6.2
160,André Hahn,Augsburg,Germany,30,700,1,0,5,0,63%,52%,40%,1.6,43.1,1.7,19.7,56%,0.00,0,0.5,1.9,0,2.1,0.7,2,0.0,0,0,0.13,0.13,31%,6.0
161,Amadou Haïdara,RB Leipzig,Mali,22,744,0,1,1,0,56%,48%,49%,0.8,86.9,0.8,65.8,85%,0.12,3,2.2,0.8,0,2.3,0.7,5,0.0,0,0,0.00,0.00,32%,6.5
162,Achraf Hakimi,Dortmund,Morocco,22,2715,5,10,5,0,67%,36%,53%,0.7,98.1,1.0,68.8,85%,0.33,9,2.3,3.1,0,1.3,0.7,14,0.0,0,4,0.16,0.16,53%,7.3
163,Marcel Halstenberg,RB Leipzig,Germany,29,2522,3,3,5,0,73%,56%,57%,2.3,80.8,1.6,60.4,85%,0.11,5,0.8,2.0,0,1.1,0.3,9,0.0,0,3,0.11,0.11,29%,7.0
164,Amine Harit,Schalke,Morocco,23,2109,6,4,3,0,53%,26%,49%,0.1,56.5,0.3,37.3,84%,0.17,4,2.4,0.9,1,1.2,0.5,6,0.0,0,3,0.25,0.22,41%,6.7
165,Martin Harnik,W. Bremen,Austria,33,7,0,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
166,Makoto Hasebe,Frankfurt,Japan,36,1966,0,0,3,0,68%,47%,57%,1.6,73.9,1.1,63.8,87%,0.00,0,0.2,0.1,0,0.0,0.0,4,0.0,0,0,0.00,0.00,0%,6.5
167,Kai Havertz,Leverkusen,Germany,21,2462,12,6,3,0,69%,43%,39%,0.7,70.9,0.1,49.4,86%,0.22,13,2.0,1.0,1,2.2,0.9,10,0.0,0,4,0.44,0.41,44%,7.1
168,Thorgan Hazard,Dortmund,Belgium,27,2392,7,13,3,0,66%,32%,42%,0.1,62.9,0.5,41.2,81%,0.49,10,1.8,4.2,0,1.9,0.8,15,0.0,0,1,0.26,0.26,42%,6.9
169,Jonas Hector,1. FC Köln,Germany,30,2435,4,2,9,0,62%,53%,55%,1.2,59.1,1.6,42.7,80%,0.07,5,0.2,1.0,0,1.1,0.3,5,0.0,0,1,0.14,0.14,30%,6.7
170,Dominique Heintz,Freiburg,Germany,27,2434,0,1,2,0,64%,53%,58%,4.6,62.8,1.5,49.2,83%,0.04,0,0.6,0.4,0,0.1,0.1,6,0.0,0,0,0.00,0.00,50%,6.4
171,Rouwen Hennings,Düsseldorf,Germany,33,2459,15,0,4,0,38%,36%,40%,1.2,34.3,0.0,22.1,71%,0.00,0,0.4,1.0,4,2.7,1.0,4,0.0,0,2,0.55,0.41,37%,6.3
172,Lucas Hernández,Bayern,France,24,915,0,1,3,0,55%,68%,64%,1.4,93.5,1.6,75.7,88%,0.10,1,0.9,0.6,0,0.3,0.1,9,0.0,0,0,0.00,0.00,33%,6.6
173,Patrick Herrmann,M'gladbach,Germany,29,1452,6,6,4,0,50%,30%,42%,0.4,46.9,0.6,27.8,76%,0.37,8,0.8,4.0,0,2.5,1.1,6,0.0,0,1,0.37,0.37,43%,6.5
174,Martin Hinteregger,Frankfurt,Austria,28,2721,8,1,8,0,71%,59%,59%,2.8,70.8,1.2,51.0,75%,0.04,2,0.3,0.6,0,1.5,0.6,5,0.0,0,1,0.26,0.26,38%,6.6
175,Marwin Hitz,Dortmund,Switzerland,33,289,0,0,0,0,-,-,100%,0.3,34.0,0.0,26.8,81%,0.00,0,0.0,0.0,0,0.0,0.0,3,1.9,0,0,0.00,0.00,0%,6.6
176,Andre Hoffmann,Düsseldorf,Germany,27,2430,2,1,7,0,44%,59%,55%,3.3,61.2,2.1,50.3,89%,0.04,1,0.1,0.0,0,0.6,0.1,4,0.0,0,1,0.07,0.07,27%,6.5
177,Nicolas Höfler,Freiburg,Germany,30,2785,1,0,9,0,58%,60%,53%,1.6,63.8,2.3,48.7,85%,0.00,0,1.0,0.1,0,0.8,0.1,7,0.0,0,1,0.04,0.04,12%,6.7
178,Jonas Hofmann,M'gladbach,Germany,28,1633,5,3,3,0,55%,19%,42%,0.7,61.9,1.0,42.9,83%,0.16,4,0.6,4.3,0,1.3,0.6,3,0.0,0,1,0.28,0.28,48%,6.7
179,Jonas Hofmann,Schalke,Germany,23,1,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
180,Marco Höger,1. FC Köln,Germany,31,672,0,0,2,0,60%,52%,47%,1.6,67.9,0.7,55.3,82%,0.00,0,1.2,0.7,0,0.1,0.0,2,0.0,0,0,0.00,0.00,0%,6.1
181,Lucas Höler,Freiburg,Germany,26,2495,8,2,4,0,48%,48%,48%,1.2,42.7,0.4,22.3,67%,0.07,3,1.0,0.7,0,1.9,0.8,7,0.0,0,0,0.29,0.29,44%,6.3
182,Gerrit Holtmann,SC Paderborn,Germany,25,1065,1,0,1,1,64%,32%,36%,0.4,53.5,0.5,26.6,76%,0.00,3,1.8,3.0,0,2.0,0.8,5,0.0,0,0,0.08,0.08,38%,5.9
183,Timo Horn,1. FC Köln,Germany,27,3060,0,0,0,0,-,100%,70%,1.1,40.3,0.1,32.2,71%,0.00,1,0.0,0.0,0,0.0,0.0,6,2.6,2,1,0.00,0.00,0%,6.2
184,Luca Horn,Wolfsburg,Germany,21,5,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
185,Lukáš Hrádecký,Leverkusen,Finland,30,3060,0,0,1,0,-,88%,81%,0.9,51.6,0.1,41.0,74%,0.00,0,0.0,0.0,0,0.0,0.0,10,2.9,0,1,0.00,0.00,0%,6.5
186,Benjamin Hübner,Hoffenheim,Germany,31,2075,1,4,5,1,61%,64%,60%,4.1,82.9,1.3,68.0,86%,0.17,5,0.1,0.3,0,1.2,0.2,6,0.0,0,5,0.05,0.05,15%,6.7
187,Florian Hübner,Union Berlin,Germany,29,849,0,0,2,0,85%,51%,52%,3.9,43.4,1.7,30.1,80%,0.00,1,0.1,0.1,0,0.6,0.1,2,0.0,0,0,0.00,0.00,17%,6.3
188,Mats Hummels,Dortmund,Germany,31,2586,1,3,7,0,54%,66%,63%,3.7,93.1,2.1,79.4,87%,0.11,5,0.5,0.2,0,0.8,0.1,13,0.0,0,2,0.04,0.04,18%,7.0
189,Uwe Hünemeier,SC Paderborn,Germany,34,1207,1,0,6,0,76%,56%,54%,4.4,73.6,1.9,60.3,86%,0.00,0,0.1,0.1,1,0.9,0.1,3,0.0,0,1,0.07,0.00,17%,6.4
190,Jannik Huth,SC Paderborn,Germany,26,540,0,0,0,0,-,100%,50%,0.8,45.7,0.0,35.5,77%,0.00,0,0.0,0.0,0,0.0,0.0,0,2.7,0,0,0.00,0.00,0%,5.8
191,Vedad Ibišević,Hertha BSC,Bosnia and Herzegovina,36,1259,7,2,4,0,48%,42%,34%,1.1,28.0,0.1,16.5,71%,0.14,5,0.4,0.1,1,2.0,0.9,6,0.0,0,0,0.50,0.43,46%,6.2
192,Luc Ihorst,W. Bremen,Germany,20,10,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
193,Stefan Ilsanker,RB Leipzig,Austria,31,1255,2,1,6,0,59%,61%,56%,3.3,78.3,2.0,64.2,84%,0.07,1,0.3,0.4,0,0.9,0.1,3,0.0,0,1,0.14,0.14,17%,6.6
194,Marcus Ingvartsen,Union Berlin,Denmark,24,1724,5,2,4,0,67%,46%,40%,0.7,40.9,0.8,24.5,67%,0.11,3,0.8,1.0,1,2.4,0.7,7,0.0,0,0,0.26,0.21,31%,6.1
195,Gian-Luca Itter,Freiburg,Germany,21,32,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
196,Ismail Jakobs,1. FC Köln,Germany,21,1679,2,2,4,0,67%,45%,45%,1.4,45.7,1.3,25.2,67%,0.11,1,0.3,3.9,0,1.0,0.5,5,0.0,0,0,0.11,0.11,56%,6.1
197,Laurent Jans,SC Paderborn,Luxembourg,28,1577,0,1,2,0,57%,54%,56%,2.2,61.5,1.3,37.0,72%,0.05,1,0.6,2.1,0,0.5,0.0,3,0.0,0,0,0.00,0.00,0%,6.1
198,Tony Jantschke,M'gladbach,Germany,30,1011,0,0,6,0,62%,47%,53%,3.6,73.2,2.5,56.8,80%,0.00,2,0.1,0.4,0,0.4,0.0,4,0.0,0,1,0.00,0.00,0%,6.5
199,Dennis Jastrzembski,SC Paderborn,Germany,20,173,0,0,0,0,-,0%,29%,0.5,43.2,1.6,21.9,71%,0.00,0,0.5,4.7,0,1.0,0.5,1,0.0,0,0,0.00,0.00,50%,5.6
200,Mathias Jørgensen,Düsseldorf,Denmark,30,495,0,1,1,0,100%,47%,42%,6.2,51.1,2.7,38.9,83%,0.18,1,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,6.1
201,Tin Jedvaj,Augsburg,Croatia,24,2642,2,0,6,0,60%,61%,57%,3.8,52.0,2.0,36.3,74%,0.00,0,0.2,0.5,0,0.4,0.1,7,0.0,0,0,0.07,0.07,31%,6.3
202,Fredrik Jensen,Augsburg,Finland,23,456,1,0,0,0,34%,35%,35%,0.8,27.8,0.2,16.2,67%,0.00,0,0.8,1.0,0,1.2,0.6,1,0.0,0,0,0.20,0.20,50%,5.6
203,Ji Dongwon,Mainz,Korea Republic,29,100,0,0,1,0,-,33%,24%,0.0,36.0,0.0,19.8,59%,0.00,0,0.0,2.7,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,5.4
204,Fabian Johnson,M'gladbach,United States,32,271,0,0,0,0,60%,49%,53%,0.7,47.8,0.3,31.6,76%,0.00,1,0.3,0.7,0,0.0,0.0,2,0.0,0,0,0.00,0.00,0%,5.9
205,Dejan Joveljić,Frankfurt,Serbia,21,149,0,0,1,0,100%,18%,26%,0.6,24.3,0.0,16.4,81%,0.00,0,0.6,0.6,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,5.2
206,Ozan Kabak,Schalke,Turkey,20,1775,3,1,4,0,63%,67%,68%,5.0,69.1,1.8,52.4,81%,0.05,0,1.0,0.1,0,0.6,0.3,5,0.0,0,2,0.15,0.15,64%,6.6
207,Pavel Kadeřábek,Hoffenheim,Czech Republic,28,2476,2,7,2,0,70%,58%,54%,1.4,60.7,0.9,38.7,70%,0.25,7,0.3,4.3,0,1.0,0.4,7,0.0,0,1,0.07,0.07,37%,6.5
208,Florian Kainz,1. FC Köln,Austria,28,1559,5,6,5,0,63%,32%,49%,0.6,58.3,0.7,30.6,70%,0.34,14,1.3,9.7,1,2.4,0.9,4,0.0,0,0,0.29,0.23,37%,6.6
209,Salomon Kalou,Hertha BSC,Côte d’Ivoire,35,143,1,0,0,0,-,25%,13%,0.6,46.6,0.0,24.5,64%,0.00,1,0.6,0.6,0,3.1,1.3,0,0.0,0,0,0.63,0.63,40%,6.2
210,Daichi Kamada,Frankfurt,Japan,24,1972,2,4,5,0,69%,20%,44%,0.3,50.7,0.4,30.8,80%,0.18,5,1.9,4.0,0,2.1,0.8,2,0.0,0,1,0.09,0.09,39%,6.4
211,Kevin Kampl,RB Leipzig,Slovenia,30,678,2,2,1,0,66%,24%,44%,0.5,71.1,1.8,59.4,88%,0.23,4,0.9,0.8,0,0.6,0.3,3,0.0,0,0,0.23,0.23,60%,7.2
212,Stefanos Kapino,W. Bremen,Greece,26,90,0,0,0,0,-,100%,100%,0.0,41.0,1.0,27.0,59%,0.00,0,0.0,0.0,0,0.0,0.0,0,4.0,0,0,0.00,0.00,0%,6.6
213,Kenan Karaman,Düsseldorf,Turkey,26,1359,6,1,4,0,45%,55%,52%,0.5,37.6,0.1,21.3,66%,0.06,2,1.4,1.3,0,2.1,0.7,3,0.0,0,2,0.40,0.40,34%,6.4
214,Mamoudou Karamoko,Wolfsburg,France,21,8,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-
215,Florian Kastenmeier,Düsseldorf,Germany,24,1530,0,0,0,0,100%,100%,90%,0.6,41.4,0.1,33.2,68%,0.00,1,0.2,0.0,0,0.0,0.0,2,2.9,1,0,0.00,0.00,0%,6.3
216,Noah Katterbach,1. FC Köln,Germany,19,1319,0,0,2,0,78%,38%,56%,1.4,66.0,2.0,39.6,66%,0.00,0,2.0,1.4,0,0.2,0.1,4,0.0,0,0,0.00,0.00,67%,6.2
217,Yannik Keitel,Freiburg,Germany,20,175,0,0,0,0,50%,43%,35%,2.0,45.0,2.0,29.1,82%,0.00,1,1.0,0.0,0,1.0,0.5,1,0.0,0,0,0.00,0.00,50%,6.3
218,Jonjoe Kenny,Schalke,England,23,2725,2,3,5,0,59%,44%,46%,2.4,63.2,0.9,38.3,73%,0.10,1,0.3,2.0,0,0.4,0.2,6,0.0,0,2,0.06,0.06,42%,6.2
219,Rani Khedira,Augsburg,Germany,26,2658,0,2,8,0,64%,57%,55%,2.0,41.3,1.6,29.3,70%,0.07,3,0.1,0.3,0,0.3,0.0,7,0.0,0,2,0.00,0.00,0%,6.2
220,Luca Kilian,SC Paderborn,Germany,21,1261,0,0,1,0,76%,45%,53%,4.5,63.1,0.8,50.7,89%,0.00,0,0.1,0.1,0,0.1,0.0,2,0.0,0,0,0.00,0.00,0%,6.4
221,Joshua Kimmich,Bayern,Germany,25,2821,4,7,7,0,57%,45%,56%,0.8,103.4,0.9,81.1,90%,0.23,12,0.7,7.4,0,0.8,0.4,14,0.0,0,2,0.13,0.13,48%,7.3
222,Davy Klaassen,W. Bremen,Netherlands,27,2941,7,5,7,0,71%,48%,52%,1.1,51.4,1.2,37.7,76%,0.15,4,0.3,0.5,1,1.4,0.6,4,0.0,0,2,0.22,0.18,40%,6.6
223,Felix Klaus,Wolfsburg,Germany,28,660,0,1,0,1,67%,21%,46%,0.7,51.5,0.3,26.4,69%,0.14,3,0.4,2.6,0,2.5,0.9,6,0.0,0,0,0.00,0.00,39%,6.0
224,Lukas Klostermann,RB Leipzig,Germany,24,2647,3,1,1,0,62%,48%,58%,3.1,72.9,1.0,57.8,85%,0.04,5,0.5,0.9,0,0.4,0.2,10,0.0,0,1,0.10,0.10,58%,6.7
225,Lukas Klünter,Hertha BSC,Germany,24,1875,0,2,5,0,71%,48%,52%,2.6,53.5,1.3,29.7,71%,0.10,3,0.5,1.6,0,0.1,0.0,7,0.0,0,0,0.00,0.00,0%,6.2
226,Robin Knoche,Wolfsburg,Germany,28,1592,1,0,2,0,48%,49%,55%,4.3,67.5,1.6,54.6,82%,0.00,0,0.3,0.2,0,0.2,0.1,6,0.0,0,0,0.05,0.05,50%,6.6
227,Robin Koch,Freiburg,Germany,24,2708,1,0,3,0,64%,63%,61%,3.0,61.2,1.5,50.1,83%,0.00,2,0.2,0.2,0,1.1,0.3,7,0.0,0,1,0.04,0.04,29%,6.4
228,Dominik Kohr,Frankfurt,Germany,26,1447,0,3,5,1,73%,32%,45%,0.8,65.4,2.0,47.7,82%,0.19,2,1.2,0.8,0,1.7,0.7,5,0.0,0,0,0.00,0.00,39%,6.5
229,Ibrahima Konaté,RB Leipzig,France,21,567,0,0,2,0,60%,82%,73%,5.5,67.8,1.1,53.6,89%,0.00,0,0.5,0.6,0,0.2,0.0,3,0.0,0,0,0.00,0.00,0%,6.9
230,Pascal Köpke,Hertha BSC,Germany,25,119,0,0,0,0,-,10%,25%,0.0,42.4,0.0,26.5,69%,0.00,0,0.8,0.8,0,4.5,2.3,2,0.0,0,0,0.00,0.00,50%,5.7
231,Filip Kostić,Frankfurt,Serbia,28,2959,4,11,4,0,65%,57%,51%,0.2,66.9,0.7,32.3,67%,0.33,19,2.5,11.7,0,2.7,0.9,5,0.0,0,6,0.13,0.13,32%,7.0
232,Tomáš Koubek,Augsburg,Czech Republic,28,2160,0,0,2,0,62%,76%,46%,1.3,40.7,0.1,30.6,55%,0.00,0,0.1,0.0,0,0.0,0.0,4,3.2,1,1,0.00,0.00,0%,6.1
233,Dawid Kownacki,Düsseldorf,Poland,23,1091,0,0,4,0,54%,44%,45%,0.4,45.7,0.6,24.0,68%,0.00,1,1.6,1.2,0,2.2,0.9,2,0.0,0,0,0.00,0.00,41%,6.0
234,Thomas Kraft,Hertha BSC,Germany,32,360,0,0,1,0,-,0%,50%,0.3,35.8,0.3,28.5,55%,0.00,0,0.0,0.0,0,0.0,0.0,0,2.5,0,0,0.00,0.00,0%,5.9
235,Andrej Kramarić,Hoffenheim,Croatia,29,1419,12,2,3,0,46%,27%,42%,0.3,47.0,0.3,32.5,83%,0.13,6,1.5,1.7,2,2.7,1.6,5,0.0,0,2,0.76,0.63,58%,6.9
236,Christoph Kramer,M'gladbach,Germany,29,1464,0,0,4,0,66%,69%,55%,1.2,70.3,0.9,56.3,85%,0.00,0,0.9,0.4,0,0.6,0.0,5,0.0,0,0,0.00,0.00,0%,6.6
237,Tom Krauß,RB Leipzig,Germany,19,3,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
238,Felix Kroos,Union Berlin,Germany,29,369,0,0,1,0,60%,44%,44%,2.4,52.8,0.7,38.9,81%,0.00,0,0.0,1.0,0,1.2,0.7,6,0.0,0,0,0.00,0.00,60%,5.9
239,Lukas Kübler,Freiburg,Germany,28,210,0,0,1,0,100%,43%,48%,2.6,50.1,0.0,38.1,80%,0.00,0,1.7,1.3,0,0.9,0.4,2,0.0,0,0,0.00,0.00,50%,6.2
240,Pierre Kunde,Mainz,Cameroon,25,1872,4,0,6,0,55%,43%,50%,2.5,64.5,1.3,46.7,79%,0.00,4,1.7,1.4,0,1.9,0.5,5,0.0,0,2,0.19,0.19,28%,6.6
241,Ahmed Kutucu,Schalke,Turkey,20,660,3,2,2,0,63%,30%,37%,0.7,42.4,0.3,22.2,71%,0.27,0,2.6,0.8,0,2.2,0.7,4,0.0,0,0,0.41,0.41,31%,5.9
242,Kwon Changhoon,Freiburg,Korea Republic,26,664,2,0,0,0,50%,44%,58%,1.8,55.8,0.9,34.2,75%,0.00,3,1.9,2.4,0,2.0,0.9,5,0.0,0,0,0.27,0.27,47%,6.2
243,Konrad Laimer,RB Leipzig,Austria,23,2122,2,6,7,0,51%,48%,47%,0.4,72.8,1.6,54.0,81%,0.25,5,1.5,0.3,0,0.4,0.3,10,0.0,0,0,0.08,0.08,60%,6.8
244,Stefan Lainer,M'gladbach,Austria,28,2714,1,3,9,0,60%,47%,46%,1.9,65.5,1.0,38.8,72%,0.10,5,1.1,3.5,0,0.5,0.2,5,0.0,0,0,0.04,0.04,31%,6.2
245,Michael Lang,M'gladbach,Switzerland,29,542,0,0,0,0,62%,58%,53%,3.0,64.9,1.2,41.8,84%,0.00,1,0.3,2.8,0,0.8,0.3,1,0.0,0,0,0.00,0.00,40%,6.3
246,Sebastian Langkamp,W. Bremen,Germany,32,313,0,0,3,0,67%,53%,55%,3.1,67.6,1.1,56.2,86%,0.00,0,0.0,0.0,0,1.1,0.3,1,0.0,0,0,0.00,0.00,25%,6.0
247,Danny Latza,Mainz,Germany,30,1373,0,2,7,0,56%,48%,43%,1.4,56.7,1.2,40.3,80%,0.14,4,1.2,0.7,0,1.1,0.2,3,0.0,0,0,0.00,0.00,19%,6.3
248,Mathew Leckie,Hertha BSC,Australia,29,189,0,0,0,0,34%,87%,67%,0.5,55.9,0.9,34.1,69%,0.00,0,0.9,1.4,0,0.9,0.0,1,0.0,0,0,0.00,0.00,0%,5.7
249,Toni Leistner,1. FC Köln,Germany,30,1012,0,0,3,0,53%,78%,69%,5.1,71.7,3.0,56.7,81%,0.00,0,0.5,0.2,0,0.3,0.1,2,0.0,0,1,0.00,0.00,33%,6.6
250,Tim Lemperle,1. FC Köln,Germany,18,15,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
251,Christopher Lenz,Union Berlin,Germany,26,2269,0,3,2,0,57%,50%,54%,2.0,61.9,1.7,31.6,72%,0.12,4,0.9,2.7,0,0.6,0.1,6,0.0,0,0,0.00,0.00,14%,6.3
252,Robert Lewandowski,Bayern,Poland,32,2761,34,4,5,0,49%,51%,48%,0.4,42.7,0.2,24.6,74%,0.13,11,1.8,0.8,5,4.5,2.2,13,0.0,0,6,1.11,0.95,50%,7.8
253,Stephan Lichtsteiner,Augsburg,Switzerland,36,1348,0,1,4,0,64%,51%,56%,2.1,51.3,1.2,27.0,67%,0.06,0,0.3,1.9,0,0.1,0.0,3,0.0,0,0,0.00,0.00,0%,5.8
254,Philipp Lienhart,Freiburg,Austria,24,1816,0,1,3,0,25%,57%,65%,4.0,62.8,1.4,51.1,86%,0.05,1,0.1,0.3,0,0.3,0.1,5,0.0,0,0,0.00,0.00,43%,6.4
255,Jürgen Locadia,Hoffenheim,Netherlands,27,527,4,0,1,0,83%,47%,46%,0.5,35.0,0.0,22.0,74%,0.00,0,0.3,0.7,1,3.4,1.9,2,0.0,0,0,0.68,0.51,55%,6.4
256,Ademola Lookman,RB Leipzig,England,23,299,0,0,0,0,67%,0%,39%,0.0,66.6,0.3,38.4,82%,0.00,1,2.4,4.2,0,3.0,0.3,4,0.0,0,0,0.00,0.00,10%,5.9
257,Eduard Löwen,Augsburg,Germany,23,976,2,1,0,0,75%,38%,45%,0.8,52.8,0.7,32.6,69%,0.09,1,1.8,2.2,0,1.4,0.6,5,0.0,0,0,0.18,0.18,40%,6.0
258,Dodi Lukebakio,Hertha BSC,Belgium,23,2043,7,6,2,0,63%,41%,47%,0.4,44.0,0.4,24.4,80%,0.26,8,1.9,2.5,0,1.8,0.8,9,0.0,0,1,0.31,0.31,45%,6.5
259,Andreas Luthe,Augsburg,Germany,33,900,0,0,0,0,-,100%,88%,1.0,46.7,0.1,36.5,68%,0.00,0,0.0,0.0,0,0.0,0.0,3,2.2,0,1,0.00,0.00,0%,6.4
260,Renato Sanches,Bayern,Portugal,23,5,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
261,Arne Maier,Hertha BSC,Germany,21,528,0,0,0,0,67%,33%,49%,0.3,67.7,1.2,53.2,84%,0.00,0,1.2,2.6,0,1.0,0.5,5,0.0,0,0,0.00,0.00,50%,6.1
262,Yunus Mallı,Union Berlin,Turkey,28,678,0,1,1,0,38%,12%,53%,0.5,42.5,0.9,26.6,74%,0.14,1,1.1,1.3,0,1.6,0.5,2,0.0,0,0,0.00,0.00,33%,5.9
263,Streli Mamba,SC Paderborn,Germany,26,1526,5,2,5,0,60%,35%,40%,0.2,28.5,0.3,15.3,77%,0.12,2,0.8,0.3,0,1.4,0.6,3,0.0,0,0,0.30,0.30,43%,5.9
264,Omar Marmoush,Wolfsburg,Egypt,21,76,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.5
265,Aaron Martín,Mainz,Spain,23,1796,0,0,2,0,50%,40%,48%,1.4,56.3,1.6,29.7,80%,0.00,4,0.9,6.8,0,0.5,0.1,2,0.0,0,0,0.00,0.00,33%,6.1
266,Javi Martínez,Bayern,Spain,32,669,0,0,4,0,76%,74%,69%,3.6,93.5,2.7,80.5,91%,0.00,0,0.1,0.0,0,0.1,0.0,7,0.0,0,0,0.00,0.00,0%,6.8
267,Omar Mascarell,Schalke,Spain,27,2029,0,1,4,0,58%,54%,51%,1.7,71.8,2.8,57.8,85%,0.05,2,0.4,0.2,0,0.4,0.1,7,0.0,0,0,0.00,0.00,20%,7.0
268,Jean-Philippe Mateta,Mainz,France,23,1056,3,1,1,0,100%,50%,45%,0.9,31.8,0.1,17.0,65%,0.08,2,1.4,0.4,1,3.0,1.0,5,0.0,0,0,0.25,0.17,34%,6.1
269,Rabbi Matondo,Schalke,Wales,20,1167,2,0,1,0,51%,17%,33%,0.0,35.7,0.4,17.4,69%,0.00,1,2.1,0.8,0,1.8,0.5,3,0.0,0,0,0.15,0.15,30%,5.8
270,Philipp Max,Augsburg,Germany,27,2713,8,6,5,0,73%,37%,49%,1.3,56.8,0.9,32.2,69%,0.20,8,0.3,7.2,1,1.2,0.4,7,0.0,0,2,0.26,0.23,36%,6.6
271,Alexandru Maxim,Mainz,Romania,30,112,0,0,1,0,50%,0%,41%,0.0,82.8,0.8,50.6,87%,0.00,1,4.0,10.4,0,2.4,0.0,0,0.0,0,0,0.00,0.00,0%,6.2
272,Kevin Mbabu,Wolfsburg,Switzerland,25,1694,3,1,4,0,68%,57%,56%,2.5,69.7,1.1,32.8,72%,0.05,3,2.7,4.4,0,0.5,0.2,2,0.0,0,1,0.16,0.16,30%,6.7
273,Weston McKennie,Schalke,United States,22,2077,3,0,8,0,50%,63%,51%,1.5,61.6,2.1,44.7,80%,0.00,5,1.1,0.4,0,1.4,0.3,5,0.0,0,0,0.13,0.13,25%,6.7
274,Joshua Mees,Union Berlin,Germany,24,312,0,1,1,0,50%,42%,40%,0.9,38.4,0.6,22.6,72%,0.29,0,0.6,1.4,0,2.6,0.9,4,0.0,0,0,0.00,0.00,33%,5.7
275,Admir Mehmedi,Wolfsburg,Switzerland,29,1205,2,2,0,0,43%,41%,43%,0.2,53.8,0.4,37.8,76%,0.15,3,0.4,3.1,0,1.7,0.7,7,0.0,0,0,0.15,0.15,39%,6.1
276,Gonçalo Paciência,Frankfurt,Portugal,26,1280,7,3,4,0,67%,43%,39%,0.8,43.1,0.1,19.7,67%,0.21,6,1.7,1.3,1,3.6,1.3,4,0.0,0,1,0.50,0.42,35%,6.4
277,Levent Mercan,Schalke,Germany,19,68,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.4
278,Jorge Meré,1. FC Köln,Spain,23,615,1,0,4,1,83%,37%,47%,4.3,68.8,1.9,54.3,88%,0.00,0,0.1,0.0,0,0.4,0.1,1,0.0,0,0,0.14,0.14,33%,6.3
279,Sven Michel,SC Paderborn,Germany,30,1366,5,1,7,0,85%,38%,34%,0.5,43.3,0.5,22.4,65%,0.06,1,1.3,1.3,0,2.8,1.3,3,0.0,0,0,0.33,0.33,48%,6.0
