,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
10,Marco Andreolli,Chievo,Italy,34,750,0,0,3,0,64%,67%,59%,4.6,48.4,0.8,38.5,81%,0.00,0,0.0,0.0,0,0.4,0.2,2,0.0,0,0,0.00,0.00,67%,5.9
11,Cristian Ansaldi,Torino,Argentina,34,1816,3,2,3,0,52%,20%,55%,1.1,63.7,0.8,28.8,73%,0.10,5,2.6,7.3,0,2.0,0.6,11,0.0,0,0,0.15,0.15,28%,6.5
12,Mirko Antenucci,SPAL,Italy,36,2123,5,0,0,0,81%,47%,41%,0.2,36.8,0.3,21.5,80%,0.00,2,0.8,1.2,1,2.1,0.8,7,0.0,0,0,0.22,0.17,36%,6.0
13,Luca Antonelli,Empoli,Italy,33,759,0,1,1,0,85%,55%,59%,2.6,62.3,1.9,38.3,72%,0.12,1,0.6,1.2,0,0.6,0.3,3,0.0,0,0,0.00,0.00,60%,6.1
14,Joaquín Ardaiz,Frosinone,Uruguay,21,19,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.3
15,Lorenzo Ariaudo,Frosinone,Italy,31,1684,0,0,2,0,70%,64%,65%,5.5,45.7,0.9,33.9,83%,0.00,1,0.2,0.1,0,0.3,0.1,4,0.0,0,1,0.00,0.00,33%,6.2
16,Nicolò Armini,Lazio,Italy,19,37,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.8
17,Kwadwo Asamoah,Inter,Ghana,31,2672,0,1,6,0,61%,48%,59%,1.3,88.2,1.4,65.3,89%,0.04,2,1.4,2.5,0,0.3,0.1,15,0.0,0,1,0.00,0.00,20%,6.8
18,Emil Audero,Sampdoria,Italy,23,3240,0,0,4,0,73%,100%,91%,1.0,37.3,0.0,27.1,71%,0.00,0,0.0,0.0,0,0.0,0.0,11,2.7,1,1,0.00,0.00,0%,6.4
19,Milan Badelj,Lazio,Croatia,31,1142,1,0,6,0,61%,55%,55%,1.5,87.1,2.6,67.3,86%,0.00,0,2.3,1.3,0,1.1,0.3,4,0.0,0,2,0.08,0.08,29%,6.6
20,Tiemoué Bakayoko,Milan,France,26,2301,1,1,6,0,61%,61%,59%,1.7,73.3,1.9,52.0,87%,0.04,2,2.4,0.1,0,1.0,0.3,12,0.0,0,3,0.04,0.04,28%,7.0
21,Keïta Baldé,Inter,Senegal,25,881,5,2,2,0,80%,31%,48%,0.1,52.7,0.3,28.9,85%,0.21,4,2.1,5.3,0,3.1,1.7,12,0.0,0,1,0.51,0.51,57%,6.5
22,Andrija Balić,Udinese,Croatia,23,23,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-
23,Mattia Bani,Chievo,Italy,26,2612,0,0,8,0,64%,65%,66%,5.5,59.1,2.1,42.6,81%,0.00,3,0.0,0.2,0,0.5,0.1,6,0.0,0,2,0.00,0.00,20%,6.5
24,Antonín Barák,Udinese,Czech Republic,25,329,0,0,0,0,66%,55%,43%,0.7,48.8,0.4,37.4,84%,0.00,0,0.7,1.1,0,0.9,0.0,2,0.0,0,0,0.00,0.00,0%,6.0
25,Federico Barba,Chievo,Italy,27,2485,0,0,6,1,50%,62%,52%,4.4,58.3,2.4,40.6,81%,0.00,3,0.1,0.9,0,0.3,0.1,6,0.0,0,0,0.00,0.00,44%,6.3
26,Francesco Bardi,Frosinone,Italy,27,270,0,0,0,0,-,100%,100%,1.3,30.0,0.0,19.7,51%,0.00,0,0.0,0.0,0,0.0,0.0,1,2.3,0,0,0.00,0.00,0%,6.1
27,Nicolò Barella,Cagliari,Italy,23,3112,1,3,10,0,68%,31%,50%,0.7,75.7,1.2,52.4,82%,0.09,3,1.2,2.7,0,1.6,0.3,6,0.0,0,1,0.03,0.03,22%,6.7
28,Antonino Barillà,Parma,Italy,32,2624,3,2,10,0,60%,35%,42%,1.4,41.9,1.3,26.4,73%,0.07,3,0.5,1.3,0,0.7,0.3,8,0.0,0,0,0.10,0.10,42%,6.2
29,Édgar Barreto,Sampdoria,Paraguay,36,784,0,2,2,0,68%,33%,44%,0.7,70.7,1.9,54.6,81%,0.23,3,0.1,2.3,0,0.9,0.3,6,0.0,0,1,0.00,0.00,38%,6.9
30,Musa Barrow,Atalanta,Gambia,21,592,1,2,0,0,56%,34%,38%,0.3,57.9,0.0,34.9,79%,0.31,2,1.1,1.4,0,4.6,1.4,4,0.0,0,0,0.15,0.15,30%,6.1
31,Andrea Barzagli,Juventus,Italy,39,261,0,0,0,0,100%,67%,45%,3.5,76.5,1.4,66.9,91%,0.00,0,0.0,0.0,0,0.0,0.0,2,0.0,0,0,0.00,0.00,0%,6.6
32,Daniele Baselli,Torino,Italy,28,2389,4,1,5,0,71%,43%,49%,1.0,62.9,1.4,43.7,80%,0.04,5,0.9,3.1,0,1.6,0.4,13,0.0,0,0,0.15,0.15,26%,6.6
33,Alessandro Bastoni,Parma,Italy,21,1685,1,0,2,0,56%,47%,55%,4.8,46.5,1.2,33.4,81%,0.00,1,0.3,0.2,0,0.2,0.1,7,0.0,0,1,0.05,0.05,50%,6.2
34,Andrea Beghetto,Frosinone,Italy,26,2227,0,3,3,0,57%,35%,44%,1.7,55.8,0.8,29.7,68%,0.12,6,0.3,8.8,0,0.9,0.2,8,0.0,0,0,0.00,0.00,17%,6.0
35,Valon Behrami,Udinese,Switzerland,35,1368,1,0,6,0,58%,64%,54%,1.7,48.7,1.3,30.5,82%,0.00,0,0.5,0.2,0,0.6,0.1,6,0.0,0,0,0.06,0.06,22%,6.4
36,Andrea Belotti,Torino,Italy,26,3301,15,3,5,0,67%,45%,46%,0.7,40.5,0.4,19.9,65%,0.08,6,1.0,0.6,5,3.4,1.3,15,0.0,0,4,0.41,0.27,38%,6.7
37,Marco Benassi,Fiorentina,Italy,26,2296,7,1,6,1,64%,27%,42%,1.0,44.8,0.4,30.9,77%,0.04,2,0.7,1.3,0,2.3,0.8,8,0.0,0,1,0.28,0.28,36%,6.3
38,Ismael Bennacer,Empoli,Algeria,22,2960,0,5,7,0,63%,54%,59%,0.9,77.7,1.8,57.9,86%,0.15,4,2.0,2.3,0,0.6,0.1,5,0.0,0,2,0.00,0.00,25%,7.0
39,Rodrigo Bentancur,Juventus,Uruguay,23,1996,2,3,8,0,69%,56%,49%,1.7,70.0,2.0,54.6,87%,0.14,3,0.9,0.8,0,0.9,0.1,15,0.0,0,2,0.09,0.09,15%,6.8
40,Domenico Berardi,Sassuolo,Italy,26,2878,8,4,5,1,61%,40%,44%,0.8,60.8,0.9,37.2,77%,0.13,7,1.4,3.8,1,3.9,1.0,11,0.0,0,1,0.25,0.22,25%,6.6
41,Bartosz Bereszyński,Sampdoria,Poland,28,2199,0,2,6,0,65%,43%,52%,1.9,77.5,1.3,54.0,84%,0.08,0,0.9,2.2,0,0.4,0.1,10,0.0,0,0,0.00,0.00,22%,6.5
42,Etrit Berisha,Atalanta,Albania,31,1620,0,0,1,0,NaN%,74%,58%,1.0,30.7,0.1,21.7,69%,0.00,0,0.1,0.0,0,0.0,0.0,5,2.4,0,0,0.00,0.00,0%,6.3
43,Valon Berisha,Lazio,Kosovo,27,192,0,0,0,0,62%,0%,62%,1.4,88.1,1.9,65.6,87%,0.00,1,0.5,3.3,0,0.5,0.0,4,0.0,0,0,0.00,0.00,0%,6.8
44,Federico Bernardeschi,Juventus,Italy,26,1472,2,3,5,1,64%,42%,49%,0.5,58.4,0.4,37.9,83%,0.18,7,1.3,5.1,0,3.2,1.0,11,0.0,0,1,0.13,0.13,30%,6.4
45,Jonathan Biabiany,Parma,France,32,1070,0,0,4,0,77%,49%,51%,0.8,42.9,0.9,24.6,73%,0.00,2,1.7,1.4,0,0.3,0.2,2,0.0,0,0,0.00,0.00,50%,5.9
46,Lucas Biglia,Milan,Argentina,34,1114,1,0,3,0,55%,36%,54%,1.8,82.9,1.8,67.1,90%,0.00,0,0.2,0.2,0,0.6,0.2,2,0.0,0,1,0.08,0.08,43%,6.9
47,Cristiano Biraghi,Fiorentina,Italy,28,3196,1,4,8,0,64%,69%,59%,2.6,67.1,1.2,37.8,76%,0.12,10,0.4,7.7,0,1.0,0.2,9,0.0,0,1,0.03,0.03,23%,6.6
48,Davide Biraschi,Genoa,Italy,26,2844,0,0,3,1,67%,55%,58%,3.2,56.0,2.0,34.9,68%,0.00,2,1.5,1.6,0,0.3,0.0,6,0.0,0,1,0.00,0.00,9%,6.3
49,Valter Birsa,Cagliari,Slovenia,34,1452,2,2,1,0,73%,21%,36%,0.9,64.8,0.6,43.8,82%,0.13,3,1.1,6.2,1,1.7,0.4,6,0.0,0,0,0.13,0.06,22%,6.3
50,Kevin-Prince Boateng,Sassuolo,Ghana,33,942,4,1,1,0,79%,35%,39%,1.3,43.8,0.3,29.2,81%,0.10,1,0.1,0.5,2,2.8,1.1,3,0.0,0,0,0.38,0.19,41%,6.4
51,Jérémie Boga,Sassuolo,Côte d’Ivoire,23,1439,3,1,0,0,57%,16%,56%,0.1,50.3,0.3,28.8,87%,0.06,2,5.1,1.0,0,1.7,0.5,8,0.0,0,0,0.19,0.19,30%,6.4
52,Giacomo Bonaventura,Milan,Italy,31,651,3,1,0,0,34%,56%,53%,1.1,66.5,1.1,50.2,89%,0.14,1,1.4,1.1,0,3.7,1.2,0,0.0,0,0,0.41,0.41,33%,7.0
53,Kevin Bonifazi,SPAL,Italy,24,2303,2,1,2,0,62%,56%,56%,2.9,61.5,1.4,47.2,88%,0.04,0,0.9,0.2,0,0.5,0.1,6,0.0,0,1,0.08,0.08,33%,6.6
54,Leonardo Bonucci,Juventus,Italy,33,2471,3,0,2,0,62%,47%,55%,3.0,69.0,1.4,58.9,87%,0.00,1,0.1,0.2,0,0.6,0.2,11,0.0,0,1,0.11,0.11,31%,6.6
55,Fabio Borini,Milan,Italy,29,1048,2,2,3,0,79%,58%,56%,1.6,51.4,1.0,29.2,72%,0.17,1,0.8,1.3,0,2.6,0.6,8,0.0,0,0,0.17,0.17,23%,6.2
56,Mehdi Bourabia,Sassuolo,Morocco,29,2005,1,0,8,0,62%,55%,49%,1.3,66.0,1.6,46.0,84%,0.00,4,1.5,2.1,0,1.5,0.3,10,0.0,0,1,0.05,0.05,18%,6.5
57,Filip Bradarić,Cagliari,Croatia,27,1493,0,2,5,0,81%,62%,48%,2.8,74.6,2.4,61.8,86%,0.12,0,0.0,0.7,0,0.8,0.0,5,0.0,0,1,0.00,0.00,0%,6.5
58,Bremer,Torino,Brazil,23,181,0,0,1,0,34%,53%,59%,4.0,68.6,4.0,51.7,85%,0.00,0,0.5,0.0,0,0.5,0.0,1,0.0,0,0,0.00,0.00,0%,6.8
59,Nicolò Brighenti,Frosinone,Italy,31,990,0,0,4,0,63%,51%,59%,3.2,65.4,2.8,47.2,78%,0.00,1,0.2,0.7,0,0.3,0.1,2,0.0,0,1,0.00,0.00,33%,6.4
60,Matteo Brighi,Empoli,Italy,39,223,1,0,1,0,36%,57%,56%,1.2,56.9,1.2,37.1,80%,0.00,0,0.0,0.0,0,0.4,0.4,1,0.0,0,0,0.41,0.41,100%,6.2
61,Enrico Brignola,Sassuolo,Italy,21,172,1,0,2,0,100%,29%,27%,0.5,49.0,0.5,36.3,83%,0.00,0,0.5,2.1,0,3.2,1.1,3,0.0,0,0,0.52,0.52,33%,6.2
62,Marcelo Brozović,Inter,Croatia,27,2657,2,1,11,0,70%,39%,50%,1.1,105.3,1.5,85.4,90%,0.04,8,0.8,4.3,0,0.8,0.2,14,0.0,0,8,0.07,0.07,24%,7.4
63,Mauro Antonio Burruchaga,Chievo,Argentina,22,57,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,6.8
64,Rafael,Sampdoria,Brazil,30,180,0,0,0,0,-,-,-,0.5,31.5,0.0,25.5,71%,0.00,0,0.0,0.0,0,0.0,0.0,2,1.0,0,0,0.00,0.00,0%,6.3
65,Fabrizio Cacciatore,Cagliari,Italy,34,1078,0,2,3,0,82%,44%,49%,2.2,59.3,1.0,39.5,80%,0.15,2,0.3,3.0,0,0.3,0.1,2,0.0,0,0,0.00,0.00,50%,6.4
66,Martín Cáceres,Juventus,Uruguay,33,933,0,0,1,0,55%,42%,50%,2.0,68.0,0.5,57.4,91%,0.00,0,0.1,0.9,0,0.7,0.1,5,0.0,0,0,0.00,0.00,14%,6.3
67,Samir,Udinese,Brazil,25,1800,2,0,7,0,70%,65%,63%,4.0,55.9,1.7,35.6,82%,0.00,2,0.4,1.1,0,0.5,0.2,3,0.0,0,0,0.10,0.10,44%,6.5
68,Felipe Caicedo,Lazio,Ecuador,32,1375,8,2,4,0,75%,35%,42%,0.5,36.4,0.3,23.0,76%,0.14,1,1.1,0.1,1,2.8,1.0,8,0.0,0,1,0.52,0.46,36%,6.3
69,Arturo Calabresi,Bologna,Italy,24,1412,1,0,8,0,58%,55%,56%,3.8,59.5,2.1,38.6,80%,0.00,0,0.6,1.3,0,0.1,0.1,5,0.0,0,0,0.06,0.06,100%,6.4
70,Davide Calabria,Milan,Italy,23,1953,1,2,5,0,65%,42%,55%,2.6,81.5,1.4,54.3,83%,0.09,4,0.5,3.0,0,0.4,0.1,7,0.0,0,1,0.05,0.05,20%,6.7
71,Hakan Çalhanoğlu,Milan,Turkey,26,2897,3,6,3,0,64%,47%,52%,0.4,73.4,0.9,53.1,85%,0.19,8,1.1,4.7,0,3.2,0.8,11,0.0,0,2,0.09,0.09,25%,6.8
72,José Callejón,Napoli,Spain,33,2652,3,10,1,0,60%,25%,47%,0.2,67.9,0.8,50.5,87%,0.34,13,0.5,5.4,0,2.1,0.6,12,0.0,0,0,0.10,0.10,29%,6.9
73,Joel Campbell,Frosinone,Costa Rica,28,894,0,3,4,0,67%,9%,44%,0.2,45.5,0.4,25.6,77%,0.31,3,1.4,2.1,0,1.4,0.3,3,0.0,0,0,0.00,0.00,21%,6.0
74,Emre Can,Juventus,Germany,26,1806,4,1,7,0,59%,61%,60%,1.4,68.2,1.4,50.1,87%,0.05,4,1.3,0.9,1,1.6,0.5,12,0.0,0,0,0.20,0.15,28%,6.9
75,Antonio Candreva,Inter,Italy,33,494,1,0,0,0,206%,25%,35%,1.1,68.8,0.7,39.1,83%,0.00,2,1.3,13.0,0,3.8,1.3,8,0.0,0,0,0.18,0.18,33%,6.3
76,Luan Capanni,Lazio,Brazil,20,8,0,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
77,Leonardo Capezzi,Empoli,Italy,25,774,0,0,4,0,71%,35%,41%,1.0,74.5,1.2,61.9,85%,0.00,0,0.7,0.9,0,1.5,0.1,2,0.0,0,0,0.00,0.00,8%,6.3
78,Gianluca Caprari,Sampdoria,Italy,27,1034,6,2,1,0,79%,7%,42%,0.1,58.5,0.3,35.8,82%,0.17,1,1.6,3.6,0,2.6,1.2,7,0.0,0,0,0.52,0.52,47%,6.3
79,Marco Capuano,Frosinone,Italy,29,2313,0,0,5,1,66%,56%,57%,3.9,58.3,1.3,45.4,84%,0.00,0,0.1,0.1,0,0.3,0.0,7,0.0,0,0,0.00,0.00,0%,6.3
80,Francesco Caputo,Empoli,Italy,33,3420,16,3,3,0,68%,30%,34%,0.4,33.7,0.1,22.4,77%,0.08,8,0.4,0.5,3,2.5,1.2,5,0.0,0,1,0.42,0.34,46%,6.6
81,Francesco Cassata,Frosinone,Italy,23,1129,2,2,9,1,55%,44%,43%,1.0,42.3,0.5,26.3,78%,0.16,0,1.5,0.6,0,1.1,0.3,4,0.0,0,0,0.16,0.16,29%,5.9
82,Timothy Castagne,Atalanta,Belgium,24,2002,4,3,3,0,65%,50%,50%,2.0,71.7,1.3,45.7,84%,0.14,3,0.9,2.5,0,0.9,0.4,6,0.0,0,1,0.18,0.18,42%,6.8
83,Samu Castillejo,Milan,Spain,25,1005,4,2,3,0,73%,35%,38%,0.8,66.5,0.8,38.5,87%,0.18,3,1.7,4.9,0,2.7,1.2,9,0.0,0,1,0.36,0.36,43%,6.5
84,Danilo Cataldi,Lazio,Italy,26,571,2,1,2,0,59%,23%,50%,0.9,72.3,1.1,54.4,84%,0.16,3,0.9,6.5,0,2.0,0.6,2,0.0,0,1,0.32,0.32,31%,6.6
85,João Cancelo,Juventus,Portugal,26,1967,1,3,6,0,65%,41%,53%,1.5,85.8,0.7,57.5,86%,0.14,5,2.8,5.0,0,1.1,0.3,10,0.0,0,3,0.05,0.05,28%,7.0
86,Bruno Jordão,Lazio,Portugal,22,87,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,6.3
87,Hans Nicolussi Caviglia,Juventus,Italy,20,54,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.5
88,Federico Ceccherini,Fiorentina,Italy,28,993,0,0,2,0,77%,58%,60%,3.5,65.8,2.0,52.4,86%,0.00,1,0.5,0.2,0,0.1,0.1,4,0.0,0,0,0.00,0.00,100%,6.5
89,Žan Celar,Roma,Slovenia,21,4,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
90,Luca Ceppitelli,Cagliari,Italy,31,2054,2,1,6,2,63%,59%,61%,4.7,65.0,0.9,52.8,83%,0.05,1,0.1,0.1,0,0.7,0.2,4,0.0,0,1,0.09,0.09,31%,6.4
91,Fabio Ceravolo,Parma,Italy,33,1181,2,0,1,0,100%,24%,30%,1.4,32.4,0.1,18.4,73%,0.00,0,1.0,0.3,1,1.4,0.7,6,0.0,0,0,0.14,0.07,50%,5.7
92,Alberto Cerri,Cagliari,Italy,24,667,0,0,3,0,166%,48%,40%,0.5,45.0,0.4,29.1,62%,0.00,2,0.7,0.7,0,3.1,0.5,2,0.0,0,0,0.00,0.00,17%,5.8
93,Boštjan Cesar,Chievo,Slovenia,38,1076,1,0,3,0,65%,66%,57%,4.9,44.6,1.2,33.6,84%,0.00,0,0.1,0.0,0,0.4,0.2,2,0.0,0,0,0.08,0.08,40%,6.2
94,Dalbert Henrique,Inter,Brazil,27,778,0,1,2,0,73%,53%,59%,1.6,76.9,0.9,47.8,80%,0.12,1,0.3,4.6,0,0.8,0.0,3,0.0,0,1,0.00,0.00,0%,6.7
95,Raman Chibsah,Frosinone,Ghana,27,2626,1,0,5,0,65%,34%,43%,1.0,47.3,1.1,30.2,83%,0.00,0,1.8,0.7,0,1.1,0.3,8,0.0,0,0,0.04,0.04,31%,6.3
96,Giorgio Chiellini,Juventus,Italy,36,1990,1,1,3,0,55%,68%,67%,4.0,69.9,1.3,57.8,85%,0.05,1,0.2,0.3,0,0.6,0.2,14,0.0,0,0,0.05,0.05,31%,6.8
97,Federico Chiesa,Fiorentina,Italy,23,3036,6,3,4,0,59%,21%,40%,0.2,51.5,0.3,24.7,72%,0.09,11,2.4,2.8,0,3.9,1.2,9,0.0,0,1,0.18,0.18,31%,6.4
98,Vlad Chiricheş,Napoli,Romania,30,149,0,0,0,0,50%,57%,56%,0.6,89.4,0.6,79.7,94%,0.00,0,1.2,0.0,0,0.6,0.0,0,0.0,0,0,0.00,0.00,0%,6.9
99,Jandrei,Genoa,Brazil,27,90,0,0,0,0,-,-,0%,0.0,34.0,0.0,29.0,62%,0.00,0,0.0,0.0,0,0.0,0.0,0,2.0,0,0,0.00,0.00,0%,6.2
100,Joel Obi,Chievo,Nigeria,29,665,1,0,1,0,70%,52%,52%,1.8,55.1,1.9,38.4,85%,0.00,2,0.8,0.9,0,1.4,0.4,2,0.0,0,0,0.14,0.14,30%,6.6
101,Camillo Ciano,Frosinone,Italy,30,2462,7,4,12,0,45%,21%,36%,0.7,54.5,0.3,27.2,73%,0.14,11,0.7,8.4,2,2.8,0.9,8,0.0,0,1,0.25,0.18,32%,6.3
102,Amato Ciciretti,Parma,Italy,26,135,0,0,0,0,-,25%,59%,0.0,63.3,2.0,41.3,73%,0.00,0,4.7,2.7,0,0.7,0.0,1,0.0,0,0,0.00,0.00,0%,5.6
103,Luca Cigarini,Cagliari,Italy,34,1688,0,2,9,0,61%,49%,51%,2.0,86.8,1.4,69.0,80%,0.11,6,0.5,3.9,0,1.1,0.2,5,0.0,0,0,0.00,0.00,15%,6.8
104,Daniel Ciofani,Frosinone,Italy,35,1612,5,2,1,0,73%,51%,47%,0.5,30.0,0.2,19.0,67%,0.11,1,0.1,0.2,2,3.0,1.1,8,0.0,0,1,0.28,0.17,38%,6.1
105,Omar Colley,Sampdoria,Gambia,28,1765,0,0,1,0,66%,55%,55%,5.2,67.8,1.1,56.3,88%,0.00,0,0.3,0.1,0,0.4,0.1,9,0.0,0,1,0.00,0.00,14%,6.6
106,Andrea Consigli,Sassuolo,Italy,33,3214,0,0,2,1,-,83%,74%,0.9,37.8,0.1,28.4,70%,0.00,0,0.0,0.0,0,0.0,0.0,12,2.9,3,1,0.00,0.00,0%,6.4
107,Andrea Conti,Milan,Italy,26,495,0,2,3,0,56%,46%,47%,1.6,78.0,2.7,52.6,83%,0.36,3,0.9,3.6,0,0.0,0.0,5,0.0,0,0,0.00,0.00,0%,6.4
108,Gabriele Corbo,Bologna,Italy,20,4,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
109,Ante Ćorić,Roma,Croatia,23,22,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.8
110,Joaquín Correa,Lazio,Argentina,26,1917,5,6,5,0,71%,38%,50%,0.4,61.6,0.1,40.1,86%,0.28,9,3.3,0.9,0,3.3,1.4,7,0.0,0,3,0.23,0.23,43%,6.8
111,Filippo Costa,SPAL,Italy,25,562,0,0,0,0,81%,47%,61%,4.0,56.7,1.4,27.5,78%,0.00,1,1.1,2.6,0,1.0,0.0,3,0.0,0,0,0.00,0.00,0%,6.2
112,Douglas Costa,Juventus,Brazil,30,619,1,0,2,1,80%,0%,48%,0.1,72.0,0.6,43.5,86%,0.00,3,4.4,6.7,0,3.2,1.2,7,0.0,0,0,0.14,0.14,36%,6.4
113,Alessio Cragno,Cagliari,Italy,26,3420,0,0,1,0,NaN%,96%,91%,0.9,39.5,0.1,28.3,61%,0.00,0,0.0,0.0,0,0.0,0.0,7,4.1,2,7,0.00,0.00,0%,6.9
114,Domenico Criscito,Genoa,Italy,33,3071,2,4,12,1,68%,54%,63%,3.8,68.6,2.0,42.5,76%,0.12,7,0.7,4.8,1,0.9,0.2,7,0.0,0,4,0.06,0.03,19%,7.0
115,Lorenzo Crisetig,Frosinone,Italy,27,505,0,0,3,0,79%,58%,53%,2.1,48.1,2.1,36.0,86%,0.00,0,0.2,0.2,0,0.0,0.0,2,0.0,0,0,0.00,0.00,0%,6.2
116,Bryan Cristante,Roma,Italy,25,2420,4,3,10,0,57%,58%,49%,1.8,63.9,1.1,48.1,82%,0.11,2,1.1,1.0,0,1.6,0.4,8,0.0,0,1,0.15,0.15,23%,6.6
117,Juan Cuadrado,Juventus,Colombia,32,1223,1,2,4,0,76%,51%,56%,0.8,75.6,1.3,54.6,88%,0.14,2,1.4,3.8,0,1.3,0.2,4,0.0,0,1,0.07,0.07,18%,6.9
118,Patrick Cutrone,Milan,Italy,22,1438,3,2,2,0,77%,23%,27%,0.8,36.2,0.4,19.7,74%,0.13,2,0.4,1.2,0,2.1,0.9,12,0.0,0,0,0.19,0.19,41%,5.9
119,Marco D'Alessandro,Udinese,Italy,29,1494,0,2,3,0,62%,24%,57%,1.8,58.6,0.5,29.7,74%,0.12,1,1.9,3.4,0,0.7,0.1,6,0.0,0,0,0.00,0.00,18%,6.2
120,Danilo D'Ambrosio,Inter,Italy,32,2581,2,5,6,0,58%,36%,48%,1.2,79.3,0.9,57.0,85%,0.17,10,0.5,2.1,0,0.6,0.2,12,0.0,0,2,0.07,0.07,33%,6.7
121,Alessio Da Cruz,Parma,Netherlands,23,142,0,0,0,0,100%,29%,42%,0.6,30.4,0.6,16.5,81%,0.00,0,1.3,0.6,0,0.6,0.0,0,0.0,0,0,0.00,0.00,0%,5.7
122,Diego Farias,Empoli,Brazil,30,1901,7,4,4,0,54%,24%,39%,0.4,41.6,0.1,25.1,81%,0.19,6,0.8,1.4,0,2.8,1.3,7,0.0,0,0,0.33,0.33,47%,6.4
123,Bryan Dabo,Fiorentina,Burkina Faso,28,817,1,1,4,0,60%,65%,55%,2.0,62.9,1.2,43.1,80%,0.11,1,0.7,1.5,0,1.0,0.4,5,0.0,0,0,0.11,0.11,44%,6.2
124,Nicola Dalmonte,Genoa,Italy,23,41,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.9
