,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
51,Lars Bender,Leverkusen,Germany,31,1368,1,4,2,0,67%,50%,57%,1.5,76.4,1.4,54.3,83%,0.26,1,0.7,1.0,0,1.1,0.3,4,0.0,0,2,0.06,0.06,31%,6.7
52,László Bénes,M'gladbach,Slovakia,23,26,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.8
53,Nabil Bentaleb,Schalke,Algeria,25,1791,3,0,4,0,53%,65%,58%,0.9,60.0,1.8,45.1,79%,0.00,4,1.1,2.4,3,1.1,0.3,4,0.0,0,0,0.15,0.00,33%,6.5
54,Louis Beyer,M'gladbach,Germany,20,720,0,0,1,0,56%,48%,62%,3.4,74.9,1.4,53.5,88%,0.00,0,0.9,0.1,0,0.6,0.1,4,0.0,0,0,0.00,0.00,20%,6.7
55,Ermin Bičakčić,Hoffenheim,Bosnia and Herzegovina,30,1788,1,2,0,0,59%,61%,61%,3.8,72.5,2.8,57.7,89%,0.10,1,0.0,0.3,0,0.5,0.2,4,0.0,0,0,0.05,0.05,44%,6.7
56,Leonardo Bittencourt,Hoffenheim,Germany,26,1069,1,3,1,0,70%,30%,51%,0.5,58.5,1.1,35.8,80%,0.25,3,0.8,3.6,0,1.9,0.8,4,0.0,0,0,0.08,0.08,39%,6.6
57,Jakub Błaszczykowski,Wolfsburg,Poland,34,12,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
58,Danny Blum,Frankfurt,Germany,29,2,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-
59,Jérôme Boateng,Bayern,Germany,32,1693,0,2,1,0,71%,83%,66%,2.6,93.9,1.3,84.8,89%,0.11,2,0.1,0.4,0,0.8,0.2,7,0.0,0,0,0.00,0.00,21%,7.2
60,Adam Bodzek,Düsseldorf,Germany,35,1604,0,1,5,1,61%,63%,58%,2.2,50.4,1.5,38.7,84%,0.05,2,0.1,0.0,0,0.1,0.0,4,0.0,0,0,0.00,0.00,0%,6.3
61,Jean-Paul Boëtius,Mainz,Netherlands,26,2131,4,7,8,0,63%,41%,47%,0.4,56.5,1.6,35.4,77%,0.30,9,1.4,0.9,0,1.9,0.6,6,0.0,0,1,0.17,0.17,28%,6.7
62,Robin Bormuth,Düsseldorf,Germany,25,612,0,0,2,0,57%,56%,55%,7.2,52.9,1.5,40.0,80%,0.00,0,0.3,0.1,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,5.9
63,Nassim Boujellab,Schalke,Morocco,21,377,0,1,0,0,40%,41%,46%,0.7,43.7,0.5,24.8,77%,0.24,1,1.7,0.0,0,2.1,0.2,3,0.0,0,0,0.00,0.00,11%,6.2
64,Julian Brandt,Leverkusen,Germany,24,2673,7,11,0,0,59%,46%,43%,0.3,78.8,0.6,57.4,81%,0.37,14,1.9,5.0,0,2.2,0.8,9,0.0,0,3,0.23,0.23,38%,7.0
65,Fabian Bredlow,Nürnberg,Germany,25,1127,0,0,1,0,100%,50%,75%,0.7,41.9,0.1,33.9,69%,0.00,0,0.0,0.0,0,0.0,0.0,2,2.7,1,1,0.00,0.00,0%,6.0
66,Josip Brekalo,Wolfsburg,Croatia,22,1414,3,3,2,0,46%,29%,43%,0.3,55.7,0.8,34.9,73%,0.19,1,1.9,3.6,0,1.7,0.8,7,0.0,0,0,0.19,0.19,50%,6.1
67,Joshua Brenet,Hoffenheim,Netherlands,26,905,2,1,0,0,65%,36%,44%,1.8,67.5,0.8,39.5,83%,0.10,2,1.4,3.9,0,1.0,0.7,2,0.0,0,1,0.20,0.20,70%,6.7
68,John Brooks,Wolfsburg,United States,27,2610,3,2,7,0,51%,73%,65%,4.5,71.0,1.3,60.1,86%,0.07,1,0.1,0.0,0,0.7,0.2,8,0.0,0,2,0.10,0.10,32%,6.6
69,Daniel Brosinski,Mainz,Germany,32,2206,3,5,2,0,60%,44%,46%,2.0,66.0,1.1,38.4,74%,0.21,6,0.2,4.9,3,0.7,0.2,4,0.0,0,3,0.13,0.00,33%,6.3
70,Jeffrey Bruma,Schalke,Netherlands,29,623,0,0,4,0,91%,62%,57%,4.9,57.2,0.6,45.8,80%,0.00,0,0.3,0.1,0,0.3,0.0,2,0.0,0,0,0.00,0.00,0%,6.1
71,Jacob Bruun Larsen,Dortmund,Denmark,22,1270,2,2,0,0,60%,44%,44%,0.8,53.1,0.9,36.3,78%,0.14,6,1.2,1.1,0,1.9,0.6,6,0.0,0,0,0.14,0.14,35%,6.3
72,Niko Bungert,Mainz,Germany,34,282,0,0,0,0,72%,53%,66%,5.1,48.0,1.3,35.0,87%,0.00,0,0.0,0.0,0,0.3,0.3,3,0.0,0,0,0.00,0.00,100%,6.5
73,Guido Burgstaller,Schalke,Austria,31,1524,4,0,4,0,82%,35%,34%,0.6,33.1,0.1,16.8,64%,0.00,2,0.4,0.9,0,2.6,1.1,5,0.0,0,0,0.23,0.23,41%,6.0
74,Jonathan Burkardt,Mainz,Germany,20,262,0,0,0,0,100%,40%,33%,1.0,36.5,1.0,15.2,61%,0.00,1,0.7,2.1,0,2.1,0.7,1,0.0,0,0,0.00,0.00,33%,5.9
75,Roman Bürki,Dortmund,Switzerland,29,2880,0,0,1,0,-,89%,90%,0.6,38.4,0.1,28.2,66%,0.00,0,0.0,0.0,0,0.0,0.0,10,2.8,0,1,0.00,0.00,0%,6.5
76,Gaëtan Bussmann,Mainz,France,29,90,0,0,0,0,50%,67%,47%,2.0,62.0,1.0,46.0,74%,0.00,0,0.0,1.0,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.4
77,Raffael,M'gladbach,Brazil,35,540,2,1,0,0,50%,33%,39%,0.0,51.9,0.2,35.2,83%,0.17,2,1.7,1.2,0,1.8,0.5,5,0.0,0,0,0.33,0.33,27%,6.3
78,Daniel Caligiuri,Schalke,Germany,32,2760,7,3,9,0,56%,51%,53%,2.0,75.0,1.6,37.6,69%,0.10,8,2.1,5.8,4,1.6,0.5,5,0.0,0,3,0.23,0.10,28%,6.8
79,Jan-Ingwer Callsen-Bracker,Augsburg,Germany,36,6,0,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
80,Ignacio Camacho,Wolfsburg,Spain,30,540,0,0,3,0,60%,75%,66%,2.0,65.0,3.0,50.0,78%,0.00,1,0.2,0.3,0,1.2,0.5,1,0.0,0,1,0.00,0.00,43%,7.0
81,Jonas Carls,Schalke,Germany,23,90,0,0,0,0,40%,-,63%,0.0,41.0,1.0,16.0,75%,0.00,0,0.0,5.0,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,5.9
82,Matheus Cunha,RB Leipzig,Brazil,21,844,2,0,1,0,60%,31%,34%,0.9,44.8,0.4,23.9,69%,0.00,1,1.6,1.1,0,3.6,1.2,11,0.0,0,0,0.22,0.22,32%,6.0
83,Koen Casteels,Wolfsburg,Belgium,28,2296,0,0,0,0,-,100%,92%,0.9,49.9,0.0,39.0,77%,0.00,0,0.0,0.0,0,0.0,0.0,8,3.0,1,1,0.00,0.00,0%,6.6
84,Gonzalo Castro,Stuttgart,Germany,33,1693,2,4,4,0,56%,35%,45%,1.1,60.8,1.5,42.6,77%,0.22,3,0.3,4.5,0,0.7,0.2,4,0.0,0,0,0.11,0.11,23%,6.3
85,Timmy Chandler,Frankfurt,United States,30,16,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.8
86,Kingsley Coman,Bayern,France,24,1387,6,4,2,0,55%,46%,53%,0.1,65.2,0.3,40.1,85%,0.26,7,3.9,3.6,0,2.0,1.2,9,0.0,0,2,0.39,0.39,61%,7.2
87,Sergio Córdova,Augsburg,Venezuela,23,515,3,0,1,0,55%,40%,42%,0.9,43.8,0.5,20.2,75%,0.00,0,1.8,0.9,0,2.3,0.7,2,0.0,0,0,0.52,0.52,31%,6.0
88,Matheus Pereira,Nürnberg,Brazil,24,1237,3,2,3,1,68%,23%,55%,0.5,54.2,1.0,32.3,74%,0.14,2,2.9,1.8,0,2.1,0.7,3,0.0,0,2,0.22,0.22,34%,6.5
89,Jonathas,Hannover,Brazil,31,606,3,1,3,0,57%,29%,33%,0.6,42.4,0.4,21.9,65%,0.14,0,0.7,0.4,1,1.9,0.9,2,0.0,0,0,0.44,0.30,46%,6.0
90,Mickaël Cuisance,M'gladbach,France,21,269,0,1,3,0,55%,20%,46%,1.3,79.0,1.7,50.2,79%,0.33,0,4.0,1.3,0,2.7,0.3,4,0.0,0,0,0.00,0.00,13%,6.4
91,Caiuby,Augsburg,Brazil,32,1005,1,1,3,0,83%,56%,50%,0.8,51.2,0.5,32.8,70%,0.09,1,1.0,1.4,0,2.9,0.8,1,0.0,0,0,0.09,0.09,28%,6.3
92,Christoph Daferner,Freiburg,Germany,22,24,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.1
93,Mahmoud Dahoud,Dortmund,Germany,24,693,1,0,2,0,63%,43%,46%,1.0,73.6,2.2,58.3,83%,0.00,2,0.9,0.1,0,1.4,0.3,3,0.0,0,0,0.13,0.13,18%,6.8
94,Leon Dajaku,Stuttgart,Germany,19,25,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
95,Kevin Danso,Augsburg,Austria,22,1243,1,1,3,0,56%,60%,60%,5.2,59.9,1.4,43.2,74%,0.07,1,0.1,0.1,0,0.7,0.4,4,0.0,0,1,0.07,0.07,50%,6.1
96,Pal Dárdai,Hertha BSC,Germany,21,108,0,0,0,0,100%,20%,21%,0.0,51.7,0.0,33.3,70%,0.00,0,0.0,3.3,0,0.8,0.0,2,0.0,0,0,0.00,0.00,0%,5.3
97,Vladimír Darida,Hertha BSC,Czech Republic,30,371,0,1,1,0,62%,18%,41%,1.2,73.8,1.9,55.4,86%,0.24,1,1.0,1.2,0,2.2,1.0,1,0.0,0,0,0.00,0.00,44%,6.4
98,Alphonso Davies,Bayern,Canada,20,74,1,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,6.3
99,William,Wolfsburg,Brazil,25,2676,2,1,10,0,70%,55%,53%,3.7,78.2,2.9,45.6,74%,0.04,2,0.9,3.9,0,0.8,0.2,8,0.0,0,1,0.06,0.06,28%,6.7
100,Pablo De Blasis,Mainz,Argentina,32,90,0,0,0,0,-,50%,31%,0.0,46.0,1.0,28.0,61%,0.00,0,0.0,4.0,0,1.0,0.0,1,0.0,0,0,0.00,0.00,0%,5.5
101,Jonathan de Guzmán,Frankfurt,Netherlands,33,1563,3,6,4,0,71%,56%,55%,0.7,67.3,0.6,47.9,79%,0.34,9,0.8,6.2,0,1.3,0.4,6,0.0,0,1,0.17,0.17,32%,6.6
102,Thomas Delaney,Dortmund,Denmark,29,2288,3,5,7,0,78%,56%,58%,1.7,78.8,2.3,63.3,86%,0.20,5,0.4,0.3,0,1.3,0.4,10,0.0,0,4,0.12,0.12,30%,7.2
103,Kerem Demirbay,Hoffenheim,Germany,27,2023,4,9,6,0,61%,46%,49%,0.9,84.1,1.0,56.5,81%,0.41,16,2.6,5.8,0,2.6,0.8,5,0.0,0,6,0.18,0.18,29%,7.2
104,Diego Demme,RB Leipzig,Germany,28,2061,0,2,4,0,63%,54%,58%,0.6,81.8,1.1,64.1,82%,0.09,4,0.3,2.1,0,0.4,0.1,12,0.0,0,0,0.00,0.00,30%,6.9
105,Franco Di Santo,Schalke,Argentina,31,247,0,0,0,0,49%,42%,47%,1.1,39.0,0.4,21.9,53%,0.00,1,1.1,2.9,0,1.1,0.4,1,0.0,0,0,0.00,0.00,33%,5.8
106,Abdou Diallo,Dortmund,France,24,2381,1,1,1,1,56%,54%,59%,3.3,87.1,1.0,68.7,89%,0.04,0,1.5,0.9,0,0.4,0.1,7,0.0,0,1,0.04,0.04,40%,6.8
107,Daniel Didavi,Stuttgart,Germany,30,948,2,2,0,0,71%,26%,51%,0.5,62.1,0.4,36.1,78%,0.19,2,1.0,7.0,0,2.3,0.9,3,0.0,0,0,0.19,0.19,42%,6.3
108,Tim Dierßen,Hannover,Germany,24,15,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
109,Breel Embolo,Schalke,Switzerland,23,1349,5,1,4,0,77%,39%,41%,0.4,37.9,0.3,16.7,65%,0.06,6,1.7,0.4,0,1.7,0.9,5,0.0,0,2,0.33,0.33,50%,6.4
110,Giulio Donati,Mainz,Italy,30,624,0,0,2,0,78%,41%,51%,3.0,64.2,2.3,35.4,76%,0.00,1,0.7,3.7,0,0.3,0.0,4,0.0,0,0,0.00,0.00,0%,6.5
111,Tasos Donis,Stuttgart,Greece,24,959,5,2,4,0,87%,21%,40%,0.0,35.4,0.4,15.1,80%,0.19,2,1.7,2.4,0,2.8,0.9,4,0.0,0,1,0.47,0.47,33%,6.1
112,Aleksandar Dragović,Leverkusen,Austria,29,1331,2,0,4,0,66%,52%,54%,4.2,84.9,1.7,73.6,90%,0.00,0,0.0,0.0,0,0.3,0.2,4,0.0,0,1,0.14,0.14,75%,6.6
113,Josip Drmić,M'gladbach,Switzerland,28,219,2,0,0,0,-,37%,33%,0.0,36.6,0.4,24.3,90%,0.00,0,0.8,1.2,0,2.9,1.2,1,0.0,0,0,0.82,0.82,43%,6.4
114,Jaroslav Drobný,Düsseldorf,Czech Republic,41,180,0,0,0,0,-,100%,100%,1.0,24.0,0.0,16.0,72%,0.00,0,0.0,0.0,0,0.0,0.0,0,3.0,0,0,0.00,0.00,0%,6.4
115,Marvin Ducksch,Düsseldorf,Germany,26,820,1,1,1,0,33%,52%,47%,1.0,42.1,0.4,28.2,69%,0.11,4,0.2,2.6,0,2.0,1.1,2,0.0,0,0,0.11,0.11,56%,6.1
116,Ondrej Duda,Hertha BSC,Slovakia,25,2575,11,5,7,0,61%,37%,43%,0.5,60.7,0.5,42.0,77%,0.17,10,1.3,1.8,0,1.9,0.7,8,0.0,0,4,0.39,0.39,37%,6.8
117,Maximilian Eggestein,W. Bremen,Germany,23,3053,5,4,4,0,60%,46%,49%,1.9,62.0,0.9,45.9,80%,0.12,6,0.4,1.1,0,1.3,0.4,5,0.0,0,2,0.14,0.14,31%,6.7
118,Johannes Eggestein,W. Bremen,Germany,22,1113,4,1,0,0,70%,28%,31%,0.4,46.3,0.3,25.0,72%,0.08,3,1.2,1.4,0,2.8,1.0,3,0.0,0,0,0.32,0.32,35%,6.2
119,Josip Elez,Hannover,Croatia,26,644,0,0,1,0,38%,48%,43%,3.6,55.1,0.8,42.8,78%,0.00,0,0.4,0.4,0,0.4,0.0,0,0.0,0,0,0.00,0.00,0%,5.8
120,Nico Elvedi,M'gladbach,Switzerland,24,2626,2,1,1,0,46%,60%,63%,4.5,83.0,1.6,70.9,93%,0.04,1,0.3,0.0,0,0.5,0.1,12,0.0,0,3,0.07,0.07,21%,7.0
121,Patrick Erras,Nürnberg,Germany,25,1217,0,1,1,0,67%,68%,59%,3.3,45.1,1.7,34.5,80%,0.07,1,0.0,0.0,0,0.6,0.1,3,0.0,0,1,0.00,0.00,13%,6.4
122,Michael Esser,Hannover,Germany,32,2880,0,0,3,0,67%,87%,80%,0.9,45.7,0.0,34.2,68%,0.00,1,0.0,0.0,0,0.0,0.0,5,4.7,1,5,0.00,0.00,0%,6.8
123,Alexander Esswein,Hertha BSC,Germany,30,1258,0,0,3,0,65%,36%,39%,0.9,47.8,0.9,27.9,71%,0.00,2,0.7,4.2,0,2.1,0.7,3,0.0,0,0,0.00,0.00,31%,6.0
124,Marco Fabián,Frankfurt,Mexico,31,63,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.1
