,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
487,Walace,Udinese,Brazil,25,1137,0,0,2,0,30%,63%,46%,1.4,70.5,2.6,53.1,89%,0.00,1,1.1,0.2,0,0.9,0.2,8,0.0,0,0,0.00,0.00,18%,6.6
488,Nikolas Špalek,Brescia,Slovakia,23,1591,2,1,5,0,44%,9%,29%,0.5,37.6,0.5,22.3,71%,0.05,2,0.3,1.9,0,1.4,0.6,5,0.0,0,1,0.12,0.12,40%,5.8
489,Leonardo Spinazzola,Roma,Italy,27,1548,1,2,2,0,48%,40%,45%,2.0,72.0,1.2,45.9,82%,0.12,7,1.2,4.2,0,0.8,0.2,4,0.0,0,0,0.05,0.05,29%,6.5
490,Marco Sportiello,Atalanta,Italy,28,525,0,0,0,0,-,100%,100%,0.5,29.0,0.0,20.1,81%,0.00,0,0.0,0.0,0,0.0,0.0,2,2.2,0,0,0.00,0.00,0%,6.5
491,Mattia Sprocati,Parma,Italy,27,578,1,0,0,0,68%,24%,61%,0.1,46.5,0.1,28.2,73%,0.00,0,0.8,3.7,0,2.2,1.1,2,0.0,0,0,0.15,0.15,50%,5.8
492,Wilfried Singo,Torino,Côte d’Ivoire,19,130,1,0,0,0,50%,75%,74%,1.4,60.2,0.0,38.8,84%,0.00,0,2.1,4.2,0,1.4,0.7,1,0.0,0,0,0.69,0.69,50%,6.5
493,Mariusz Stępiński,Verona,Poland,25,697,3,1,3,1,60%,24%,30%,0.9,36.9,0.1,20.4,66%,0.13,0,0.4,0.5,0,2.2,0.9,6,0.0,0,0,0.39,0.39,41%,5.9
494,Thomas Strakosha,Lazio,Albania,25,3420,0,0,2,0,-,88%,81%,0.5,36.4,0.0,28.5,75%,0.00,0,0.0,0.0,0,0.0,0.0,11,3.0,1,3,0.00,0.00,0%,6.7
495,Espeto,SPAL,Brazil,23,2115,1,2,8,0,64%,21%,47%,0.4,55.5,0.9,30.4,81%,0.08,2,1.6,3.0,0,2.3,0.5,2,0.0,0,0,0.05,0.05,21%,6.2
496,Jens Stryger Larsen,Udinese,Denmark,29,2796,1,3,5,0,72%,35%,50%,1.4,60.2,0.7,40.1,77%,0.10,2,0.5,3.8,0,0.4,0.1,13,0.0,0,0,0.04,0.04,25%,6.2
