,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
17,Luca Antei,Benevento,Italy,28,593,0,0,1,1,73%,63%,59%,5.5,72.8,4.0,54.6,87%,0.00,0,0.5,0.1,0,0.1,0.1,0,0.0,0,1,0.00,0.00,100%,6.4
18,Mirko Antenucci,SPAL,Italy,36,2574,11,7,1,0,88%,32%,46%,0.5,36.8,0.4,20.8,78%,0.24,4,1.1,1.2,5,2.3,0.9,6,0.0,0,0,0.39,0.21,42%,6.4
19,Luca Antonelli,Milan,Italy,33,139,0,0,1,0,200%,50%,54%,5.2,75.1,0.7,57.0,83%,0.00,0,0.7,0.0,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,6.1
20,Mirko Antonucci,Roma,Italy,21,28,0,1,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.6
21,Samuel Armenteros,Benevento,Sweden,30,429,1,0,1,0,50%,27%,34%,0.6,30.1,0.2,17.4,75%,0.00,1,1.3,0.2,0,1.3,0.6,0,0.0,0,0,0.21,0.21,50%,5.7
22,Kwadwo Asamoah,Juventus,Ghana,31,1571,0,1,4,0,82%,52%,59%,1.1,87.0,1.0,65.0,89%,0.05,0,1.3,1.8,0,0.4,0.1,13,0.0,0,0,0.00,0.00,14%,6.9
23,Davide Astori,Fiorentina,Italy,25,1,1,5,0,0.9,66%,68%,5.0,1,2.2,7.5,87%,9.3,0,0.6,0.7,0,0.4,0.1,0.0,0.0,29,1,0.04,0.04,22%,11%,7.0
24,Felipe Avenatti,Bologna,Uruguay,27,465,0,0,1,0,84%,47%,45%,1.2,39.9,0.4,26.1,59%,0.00,0,0.2,1.2,0,0.8,0.2,0,0.0,0,0,0.00,0.00,25%,5.6
25,Milan Badelj,Fiorentina,Croatia,31,2355,2,1,9,0,61%,44%,48%,1.8,84.3,2.8,66.9,83%,0.04,3,1.2,0.6,0,1.3,0.2,9,0.0,0,2,0.07,0.07,18%,7.0
26,Rijad Bajić,Udinese,Bosnia and Herzegovina,26,75,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.5
27,Andrija Balić,Udinese,Croatia,23,1077,0,1,2,0,67%,50%,51%,1.3,60.7,1.5,43.4,84%,0.08,1,2.0,3.2,0,1.3,0.3,4,0.0,0,0,0.00,0.00,19%,6.3
28,Mattia Bani,Chievo,Italy,26,1317,0,0,5,1,71%,58%,57%,7.3,58.2,1.9,42.4,83%,0.00,0,0.0,0.3,0,0.2,0.0,1,0.0,0,0,0.00,0.00,0%,6.6
29,Antonín Barák,Udinese,Czech Republic,25,2716,7,4,5,0,70%,52%,44%,0.8,51.8,0.7,37.4,79%,0.14,5,1.0,1.2,0,1.2,0.8,8,0.0,0,3,0.23,0.23,62%,6.6
30,Andrea Barberis,Crotone,Italy,26,3017,2,1,1,0,57%,45%,47%,1.7,48.3,1.8,31.1,75%,0.03,4,0.5,2.7,0,0.7,0.3,5,0.0,0,0,0.06,0.06,38%,6.3
31,Nicolò Barella,Cagliari,Italy,23,2966,6,1,14,0,75%,62%,52%,1.4,67.3,1.4,46.0,79%,0.03,3,1.5,3.3,3,1.1,0.3,8,0.0,0,3,0.18,0.09,31%,6.8
32,Antonio Barreca,Torino,Italy,25,461,0,0,0,1,89%,70%,56%,2.5,68.9,1.0,39.3,80%,0.00,0,0.4,2.4,0,0.2,0.0,2,0.0,0,0,0.00,0.00,0%,6.1
33,Édgar Barreto,Sampdoria,Paraguay,36,1971,1,0,5,0,64%,44%,47%,1.0,62.9,1.0,47.6,81%,0.00,3,0.4,1.6,0,1.0,0.3,5,0.0,0,1,0.05,0.05,29%,6.3
34,Musa Barrow,Atalanta,Gambia,21,443,3,2,0,0,40%,35%,40%,0.4,46.5,0.2,24.0,79%,0.41,1,2.0,1.6,0,5.3,2.8,4,0.0,0,0,0.61,0.61,54%,6.6
35,Andrea Barzagli,Juventus,Italy,39,1433,0,1,2,0,66%,59%,62%,2.9,88.2,1.1,76.7,92%,0.06,1,0.1,0.3,0,0.1,0.0,14,0.0,0,0,0.00,0.00,0%,7.0
36,Daniele Baselli,Torino,Italy,28,2532,4,2,12,0,52%,53%,50%,1.4,63.0,2.0,46.0,82%,0.07,0,0.8,1.0,0,1.2,0.3,8,0.0,0,2,0.14,0.14,26%,6.7
37,Dušan Basta,Lazio,Serbia,36,777,0,1,0,0,78%,25%,41%,1.3,55.7,1.5,35.4,76%,0.12,0,0.5,3.4,0,1.2,0.3,2,0.0,0,0,0.00,0.00,30%,6.2
38,Gil Dias,Fiorentina,Portugal,24,1178,2,2,1,0,70%,32%,45%,0.8,59.8,1.5,34.1,80%,0.15,1,2.4,1.4,0,2.4,0.8,8,0.0,0,0,0.15,0.15,32%,6.4
39,Samuel Bastien,Chievo,Belgium,24,1353,1,0,3,0,83%,36%,41%,1.4,44.6,1.4,30.8,84%,0.00,0,0.6,0.8,0,1.0,0.3,4,0.0,0,0,0.06,0.06,27%,6.1
40,Alessandro Bastoni,Atalanta,Italy,21,87,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,6.3
41,Enrico Bearzotti,Verona,Italy,24,409,0,0,0,0,67%,29%,33%,4.0,52.3,1.1,29.4,77%,0.00,0,0.2,3.1,0,1.1,0.2,1,0.0,0,0,0.00,0.00,20%,5.8
42,Alisson,Roma,Brazil,28,3330,0,0,1,0,100%,100%,94%,1.1,41.3,0.1,29.2,79%,0.00,0,0.2,0.0,0,0.0,0.0,17,3.0,2,1,0.00,0.00,0%,7.0
43,Valon Behrami,Udinese,Switzerland,35,1407,1,1,5,0,75%,71%,50%,1.0,49.1,1.4,32.1,82%,0.06,0,0.6,0.1,0,0.6,0.1,6,0.0,0,0,0.06,0.06,22%,6.6
44,Vid Belec,Sampdoria,Slovenia,30,1294,0,0,1,1,-,80%,78%,1.2,38.6,0.1,26.3,61%,0.00,0,0.0,0.0,0,0.0,0.0,1,4.2,0,0,0.00,0.00,0%,6.3
45,Andrea Belotti,Torino,Italy,26,2672,10,4,2,0,81%,44%,46%,0.7,37.2,0.3,19.8,71%,0.14,6,0.9,0.3,0,2.9,1.0,8,0.0,0,4,0.33,0.33,34%,6.6
46,Ahmad Benali,Crotone,Libya,28,813,1,1,2,0,58%,39%,41%,1.9,58.5,0.9,42.0,79%,0.11,0,0.3,1.1,0,0.6,0.3,1,0.0,0,0,0.11,0.11,60%,6.5
47,Marco Benassi,Fiorentina,Italy,26,2798,5,2,6,0,72%,32%,41%,1.1,56.5,1.0,40.4,76%,0.06,5,0.5,2.2,0,2.3,0.9,13,0.0,0,2,0.16,0.16,39%,6.5
48,Rodrigo Bentancur,Juventus,Uruguay,23,567,0,0,0,0,67%,69%,55%,2.1,98.9,0.6,83.8,88%,0.00,0,1.4,0.3,0,0.8,0.3,10,0.0,0,0,0.00,0.00,40%,6.6
49,Domenico Berardi,Sassuolo,Italy,26,2310,4,2,8,1,68%,31%,41%,0.5,54.0,0.7,33.3,71%,0.08,3,1.4,4.7,2,3.3,1.0,9,0.0,0,1,0.15,0.08,31%,6.2
50,Bartosz Bereszyński,Sampdoria,Poland,28,2483,0,1,5,0,77%,54%,60%,2.4,71.0,1.2,45.7,81%,0.04,1,0.9,2.2,0,0.2,0.0,8,0.0,0,2,0.00,0.00,0%,6.4
51,Etrit Berisha,Atalanta,Albania,31,2790,0,0,0,0,150%,100%,100%,0.5,31.0,0.1,21.7,62%,0.00,0,0.0,0.0,0,0.0,0.0,8,2.2,1,0,0.00,0.00,0%,6.4
52,Federico Bernardeschi,Juventus,Italy,26,824,4,6,4,0,63%,65%,51%,1.5,63.0,1.4,38.2,85%,0.66,4,2.5,2.7,0,2.9,1.2,11,0.0,0,0,0.43,0.43,41%,6.8
53,Andrea Bertolacci,Genoa,Italy,29,2898,1,1,6,1,67%,57%,55%,1.0,65.5,1.5,49.6,81%,0.03,1,0.6,0.9,0,0.5,0.1,12,0.0,0,1,0.03,0.03,12%,6.6
54,Matteo Bianchetti,Verona,Italy,27,123,0,0,1,0,33%,63%,53%,4.4,62.9,1.5,36.6,70%,0.00,0,0.0,2.9,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,6.2
55,Lucas Biglia,Milan,Argentina,34,2043,1,1,5,0,63%,54%,54%,2.1,88.0,1.3,72.4,91%,0.05,0,0.7,0.4,0,0.9,0.2,8,0.0,0,1,0.05,0.05,19%,7.0
56,Jean-Claude Billong,Benevento,France,26,293,0,0,0,0,75%,50%,60%,5.2,60.9,1.8,43.8,92%,0.00,0,0.3,0.3,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.1
57,Davide Biondini,Sassuolo,Italy,37,203,0,0,1,0,100%,20%,33%,0.4,58.5,1.3,46.5,85%,0.00,0,0.0,1.8,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,6.1
58,Cristiano Biraghi,Fiorentina,Italy,28,2984,1,4,7,0,68%,51%,57%,2.4,67.0,1.4,38.0,77%,0.12,6,0.3,7.4,0,1.1,0.2,13,0.0,0,0,0.03,0.03,17%,6.6
59,Davide Biraschi,Genoa,Italy,26,1797,0,1,2,0,75%,55%,58%,3.6,63.6,1.9,44.4,78%,0.05,2,1.2,1.8,0,0.3,0.0,7,0.0,0,0,0.00,0.00,0%,6.5
60,Valter Birsa,Chievo,Slovenia,34,2517,3,7,3,0,65%,41%,38%,0.5,67.7,0.9,45.5,81%,0.25,14,1.0,7.9,0,1.7,0.7,6,0.0,0,2,0.11,0.11,38%,6.6
61,Albano Bizzarri,Udinese,Argentina,43,2880,0,0,0,1,100%,100%,93%,1.0,39.4,0.1,29.7,61%,0.00,0,0.0,0.0,0,0.0,0.0,8,3.0,2,2,0.00,0.00,0%,6.4
62,Bruno Gaspar,Fiorentina,Angola,27,772,0,2,2,0,55%,46%,55%,2.2,80.5,1.2,50.9,85%,0.23,1,0.6,4.2,0,0.1,0.0,5,0.0,0,0,0.00,0.00,0%,6.3
63,Deian Boldor,Verona,Romania,25,90,0,0,1,0,67%,60%,60%,10.0,59.0,3.0,36.0,81%,0.00,0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,6.4
64,Giacomo Bonaventura,Milan,Italy,31,2552,9,3,3,0,74%,46%,50%,0.6,67.8,1.2,50.3,88%,0.11,2,1.2,2.8,0,2.2,1.0,10,0.0,0,2,0.32,0.32,46%,7.0
65,Federico Bonazzoli,SPAL,Italy,23,197,0,0,0,0,-,22%,39%,0.5,43.4,0.0,22.8,84%,0.00,0,1.8,0.5,0,4.6,0.9,2,0.0,0,0,0.00,0.00,20%,5.6
66,Kevin Bonifazi,Torino,Italy,24,407,0,0,0,0,64%,54%,61%,2.9,56.7,2.9,39.7,89%,0.00,0,0.2,0.2,0,0.2,0.0,2,0.0,0,0,0.00,0.00,0%,6.6
67,Leonardo Bonucci,Milan,Italy,33,3085,2,0,5,1,74%,56%,57%,3.8,71.6,1.5,60.4,86%,0.00,2,0.2,0.4,0,0.7,0.2,11,0.0,0,1,0.05,0.05,33%,6.6
68,Fabio Borini,Milan,Italy,29,1612,2,4,4,0,61%,41%,54%,1.9,64.7,0.8,39.1,81%,0.23,1,0.7,3.3,0,2.1,0.8,7,0.0,0,0,0.11,0.11,38%,6.5
69,Marco Borriello,SPAL,Italy,38,775,1,0,6,0,74%,53%,42%,0.7,29.6,0.3,18.2,78%,0.00,1,0.2,0.3,0,1.4,0.5,2,0.0,0,0,0.12,0.12,33%,5.7
70,Lucas Boyé,Torino,Argentina,24,142,0,1,0,0,122%,29%,39%,1.3,98.9,1.3,52.0,71%,0.63,1,3.2,3.8,0,0.0,0.0,3,0.0,0,0,0.00,0.00,0%,5.8
71,Enrico Brignola,Benevento,Italy,21,1354,3,2,5,0,75%,26%,33%,0.4,49.2,0.4,30.5,82%,0.14,2,1.6,1.1,0,2.1,0.6,4,0.0,0,0,0.20,0.20,28%,6.3
72,Alberto Brignoli,Benevento,Italy,29,1124,1,0,3,0,-,91%,77%,1.8,47.6,0.0,34.9,56%,0.00,0,0.0,0.0,0,0.1,0.1,1,3.2,0,0,0.08,0.08,100%,5.9
73,Petar Brlek,Genoa,Croatia,26,233,0,0,1,0,78%,25%,46%,0.4,57.0,0.8,43.8,83%,0.00,0,0.8,0.8,0,1.2,0.8,2,0.0,0,0,0.00,0.00,67%,6.4
74,Marcelo Brozović,Inter,Croatia,27,1923,4,9,9,0,72%,36%,44%,0.7,99.0,0.9,77.9,88%,0.42,10,1.2,4.6,0,2.1,0.7,14,0.0,0,4,0.19,0.19,33%,7.4
75,Marcel Büchel,Verona,Liechtenstein,29,1701,0,0,9,0,59%,58%,47%,2.2,59.9,2.4,43.8,78%,0.00,0,0.9,0.8,0,0.5,0.1,6,0.0,0,0,0.00,0.00,22%,6.3
76,Ante Budimir,Crotone,Croatia,29,1589,6,0,8,0,72%,46%,44%,1.5,39.4,0.5,21.9,63%,0.00,2,0.2,0.2,0,1.7,1.0,3,0.0,0,1,0.34,0.34,57%,6.3
77,Gianluigi Buffon,Juventus,Italy,42,1863,0,0,1,0,-,100%,87%,1.0,33.9,0.1,25.5,78%,0.00,0,0.1,0.0,0,0.0,0.0,11,2.1,1,1,0.00,0.00,0%,6.5
78,Alessandro Buongiorno,Torino,Italy,21,5,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
79,Nicolás Burdisso,Torino,Argentina,39,2069,0,0,6,0,60%,57%,58%,5.4,58.6,1.4,47.9,85%,0.00,1,0.1,0.1,0,0.4,0.1,8,0.0,0,0,0.00,0.00,20%,6.5
80,Leandro Cabrera,Crotone,Uruguay,29,365,0,0,0,0,62%,67%,57%,7.6,43.4,1.5,27.9,67%,0.00,0,0.0,0.2,0,0.7,0.0,1,0.0,0,0,0.00,0.00,0%,6.0
81,Fabrizio Cacciatore,Chievo,Italy,34,2870,2,3,5,1,85%,59%,57%,2.6,73.5,1.2,48.8,78%,0.09,3,0.3,4.1,0,0.7,0.3,6,0.0,0,0,0.06,0.06,48%,6.5
82,Martín Cáceres,Lazio,Uruguay,33,1608,4,1,3,0,78%,53%,58%,2.6,55.3,1.3,37.6,75%,0.05,1,0.2,1.4,0,1.1,0.3,6,0.0,0,0,0.23,0.23,32%,6.4
83,Samir,Udinese,Brazil,25,2573,2,0,7,1,74%,58%,58%,4.8,63.9,2.6,42.6,84%,0.00,0,0.5,0.7,0,0.3,0.1,7,0.0,0,1,0.07,0.07,25%,6.5
84,Felipe Caicedo,Lazio,Ecuador,32,699,3,1,1,0,91%,37%,41%,0.5,36.5,0.1,23.3,77%,0.13,1,2.2,0.1,0,2.2,1.0,5,0.0,0,0,0.39,0.39,47%,6.1
85,Davide Calabria,Milan,Italy,23,1562,1,3,1,0,78%,53%,61%,3.9,82.8,2.0,51.2,81%,0.17,4,0.8,4.7,0,0.5,0.2,8,0.0,0,2,0.05,0.05,50%,7.2
86,Mattia Caldara,Atalanta,Italy,26,2160,3,0,5,0,69%,58%,56%,4.4,55.9,1.9,42.6,84%,0.00,0,0.3,0.1,0,0.5,0.3,6,0.0,0,1,0.13,0.13,55%,6.9
87,Hakan Çalhanoğlu,Milan,Turkey,26,2174,6,8,6,0,76%,17%,41%,0.4,71.8,1.0,49.2,82%,0.33,10,0.9,6.4,0,3.6,1.2,12,0.0,0,2,0.25,0.25,34%,7.0
88,Fabrizio Caligara,Cagliari,Italy,20,16,0,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.6
89,José Callejón,Napoli,Spain,33,3247,10,10,3,0,84%,37%,44%,0.8,56.7,0.6,40.0,84%,0.28,12,0.3,5.7,0,1.8,0.9,19,0.0,0,3,0.28,0.28,52%,6.9
90,Simone Calvano,Verona,Italy,27,642,0,0,1,0,92%,54%,45%,2.0,48.5,2.1,33.2,78%,0.00,1,1.1,1.0,0,0.7,0.0,1,0.0,0,0,0.00,0.00,0%,5.9
91,Antonio Candreva,Inter,Italy,33,2562,0,8,4,0,57%,0%,46%,0.4,70.3,0.8,45.2,83%,0.28,13,1.7,10.1,0,2.6,0.8,16,0.0,0,0,0.00,0.00,32%,6.6
92,Paolo Cannavaro,Sassuolo,Italy,39,1440,0,0,3,0,58%,78%,58%,5.8,46.4,1.9,34.6,78%,0.00,0,0.1,0.2,0,0.3,0.0,6,0.0,0,0,0.00,0.00,0%,6.2
93,Leonardo Capezzi,Sampdoria,Italy,25,211,0,1,0,0,50%,-,47%,1.3,74.7,0.9,58.0,80%,0.42,1,0.0,6.4,0,0.0,0.0,2,0.0,0,0,0.00,0.00,0%,6.3
94,Elio Capradossi,Roma,Italy,24,84,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,-,7.5
95,Gianluca Caprari,Sampdoria,Italy,27,1808,5,2,5,0,79%,25%,42%,0.3,53.4,0.4,31.4,78%,0.10,5,1.8,3.0,0,3.4,1.1,8,0.0,0,0,0.25,0.25,34%,6.3
96,Marco Capuano,Crotone,Italy,29,2094,0,0,6,0,70%,54%,51%,4.8,54.6,1.6,39.4,80%,0.00,0,0.4,0.5,0,0.1,0.1,4,0.0,0,0,0.00,0.00,33%,6.4
97,Antonio Caracciolo,Verona,Italy,30,2856,2,0,6,0,71%,54%,59%,6.2,44.2,1.4,30.5,81%,0.00,1,0.3,0.2,0,0.5,0.1,6,0.0,0,0,0.06,0.06,13%,6.2
98,Francesco Cassata,Sassuolo,Italy,23,454,1,0,3,1,67%,42%,46%,0.2,39.9,1.0,23.6,69%,0.00,0,1.2,2.6,0,0.8,0.2,1,0.0,0,0,0.20,0.20,25%,6.0
99,Timothy Castagne,Atalanta,Belgium,24,1502,0,2,4,0,68%,30%,52%,2.5,73.4,1.6,47.5,81%,0.12,4,0.8,2.0,0,0.5,0.2,8,0.0,0,0,0.00,0.00,44%,6.7
100,Leandro Castán,Cagliari,Brazil,34,1142,0,1,5,0,62%,64%,64%,3.5,54.4,1.8,41.7,78%,0.08,1,0.4,0.2,0,0.1,0.0,3,0.0,0,1,0.00,0.00,0%,6.3
101,Danilo Cataldi,Benevento,Italy,26,2279,1,4,10,0,83%,17%,48%,0.7,65.0,1.7,50.9,85%,0.16,2,0.9,2.5,0,1.4,0.2,2,0.0,0,0,0.04,0.04,17%,6.5
102,João Cancelo,Inter,Portugal,26,1845,1,3,4,0,72%,55%,50%,1.8,96.8,1.7,62.4,84%,0.14,9,2.2,9.3,0,0.6,0.1,10,0.0,0,1,0.05,0.05,8%,7.2
103,Federico Ceccherini,Crotone,Italy,28,3231,1,1,4,1,78%,56%,57%,7.4,51.4,2.4,34.8,81%,0.03,1,0.6,0.1,0,0.5,0.1,4,0.0,0,0,0.03,0.03,29%,6.5
104,Ricardo Centurión,Genoa,Argentina,27,52,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,5.5
105,Luca Ceppitelli,Cagliari,Italy,31,2228,3,0,7,0,73%,72%,64%,6.2,61.8,2.1,47.3,78%,0.00,2,0.5,0.0,0,0.5,0.2,7,0.0,0,1,0.12,0.12,50%,6.8
106,Fabio Ceravolo,Benevento,Italy,33,58,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.4
107,Alessio Cerci,Verona,Italy,33,1648,3,2,1,0,67%,28%,39%,0.4,40.1,0.3,22.1,71%,0.11,9,1.5,3.7,1,2.3,0.8,5,0.0,0,1,0.16,0.11,33%,6.1
108,Boštjan Cesar,Chievo,Slovenia,38,543,0,0,1,0,75%,48%,56%,6.6,50.8,0.7,39.4,82%,0.00,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.0
109,Damir Ceter,Cagliari,Colombia,23,193,0,0,0,0,50%,45%,44%,0.5,46.2,0.5,26.6,65%,0.00,0,1.4,0.9,0,0.5,0.0,0,0.0,0,0,0.00,0.00,0%,5.7
110,Dalbert Henrique,Inter,Brazil,27,525,0,0,0,0,74%,57%,55%,2.4,80.4,2.2,48.7,84%,0.00,0,1.7,3.3,0,1.0,0.2,7,0.0,0,0,0.00,0.00,17%,6.6
111,Raman Chibsah,Benevento,Ghana,27,1052,0,0,4,0,63%,33%,41%,0.9,48.3,0.8,35.4,89%,0.00,1,1.0,0.3,0,0.6,0.3,0,0.1,0,0,0.00,0.00,57%,6.1
112,Giorgio Chiellini,Juventus,Italy,36,2162,0,2,2,0,68%,63%,63%,5.8,86.8,2.0,72.5,87%,0.08,1,0.5,0.3,0,0.5,0.1,16,0.0,0,2,0.00,0.00,18%,7.3
113,Federico Chiesa,Fiorentina,Italy,23,3022,6,5,7,0,69%,28%,45%,0.4,51.5,0.6,26.2,78%,0.15,7,2.2,3.3,0,3.3,0.9,13,0.0,0,2,0.18,0.18,28%,6.6
114,Vlad Chiricheş,Napoli,Romania,30,583,0,0,1,0,50%,44%,53%,2.6,101.7,2.5,90.8,91%,0.00,0,0.8,0.1,0,0.5,0.0,2,0.0,0,0,0.00,0.00,0%,6.9
115,Joel Obi,Torino,Nigeria,29,1200,5,2,3,0,58%,39%,51%,1.2,60.1,1.9,42.1,82%,0.15,0,1.1,1.3,0,1.2,0.6,9,0.0,0,1,0.38,0.38,50%,6.8
116,Amato Ciciretti,Benevento,Italy,26,809,2,1,0,0,64%,25%,47%,0.4,54.7,0.7,32.5,80%,0.11,3,1.2,5.2,0,3.9,1.3,0,0.0,0,0,0.23,0.23,34%,6.5
117,Luca Cigarini,Cagliari,Italy,34,2034,2,3,13,0,76%,50%,43%,1.2,83.3,1.9,66.0,80%,0.14,5,0.4,5.1,0,1.0,0.3,7,0.0,0,0,0.09,0.09,26%,6.8
118,Karamoko Cissé,Benevento,Guinea,31,11,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
119,Éder,Inter,Italy,33,772,3,0,4,0,70%,42%,37%,0.3,44.2,0.8,27.3,85%,0.00,2,0.7,2.0,0,3.1,1.2,14,0.0,0,0,0.35,0.35,37%,6.2
120,Massimo Coda,Benevento,Italy,32,1410,4,1,1,0,83%,39%,37%,0.7,37.5,0.5,21.8,71%,0.06,1,1.0,0.6,1,3.8,1.3,2,0.0,0,1,0.25,0.19,33%,6.1
121,Isaac Cofie,Genoa,Ghana,29,585,0,0,1,0,77%,50%,49%,0.9,59.4,1.7,47.8,80%,0.00,0,0.6,0.0,0,0.8,0.0,4,0.0,0,0,0.00,0.00,0%,6.3
122,Andrea Consigli,Sassuolo,Italy,33,3317,0,0,2,0,-,93%,84%,1.2,36.2,0.0,25.2,63%,0.00,0,0.0,0.0,0,0.0,0.0,10,3.1,1,3,0.00,0.00,0%,6.4
123,Andrea Conti,Milan,Italy,26,158,0,0,0,0,50%,100%,72%,2.8,71.2,0.6,49.0,90%,0.00,0,0.6,1.7,0,0.6,0.0,1,0.0,0,0,0.00,0.00,0%,6.8
124,Duje Čop,Cagliari,Croatia,30,96,0,0,0,0,199%,40%,45%,0.0,30.0,0.0,19.7,52%,0.00,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,5.7
