,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
24,Benjamin André,Stade Rennais,France,30,2497,3,1,8,0,60%,58%,55%,1.9,73.3,2.0,53.3,79%,0.04,0,0.8,0.5,0,1.0,0.4,8,0.0,0,4,0.11,0.11,36%,6.9
25,Yoann Andreu,Angers,France,31,3,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
26,Houssem Aouar,Lyon,France,22,3068,7,7,2,0,61%,36%,48%,0.7,77.7,0.9,60.4,87%,0.21,11,1.8,0.2,0,2.0,0.7,10,0.0,0,4,0.21,0.21,31%,7.1
27,Naldo,Monaco,Brazil,38,303,0,0,0,2,60%,64%,61%,6.9,62.7,1.5,49.8,84%,0.00,0,0.0,0.0,0,1.2,0.3,2,0.0,0,0,0.00,0.00,25%,6.3
28,Alphonse Aréola,PSG,France,27,1890,0,0,1,0,100%,71%,79%,0.3,28.1,0.0,19.8,83%,0.00,0,0.0,0.0,0,0.0,0.0,11,2.4,0,0,0.00,0.00,0%,6.6
29,Yoël Armougom,Caen,France,22,1848,0,1,5,0,77%,48%,49%,2.9,56.0,1.1,31.6,74%,0.05,2,0.5,3.5,0,0.5,0.1,8,0.0,0,0,0.00,0.00,9%,6.0
30,Youcef Attal,Nice,Algeria,24,2261,6,0,8,0,66%,52%,52%,1.5,78.9,2.3,40.3,84%,0.00,3,4.0,2.9,0,1.5,0.6,11,0.0,0,6,0.24,0.24,41%,7.2
31,Ludovic Baal,Stade Rennais,French Guiana,34,125,0,0,0,0,75%,0%,75%,0.7,75.6,1.4,53.3,77%,0.00,0,0.0,0.7,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.1
32,Abdul Rahman Baba,Stade de Reims,Ghana,26,965,1,1,3,0,77%,44%,53%,3.1,71.0,1.6,42.4,80%,0.09,1,1.3,1.2,0,0.5,0.1,3,0.0,0,2,0.09,0.09,20%,6.6
33,Stéphane Bahoken,Angers,Cameroon,28,2493,11,1,3,0,54%,33%,30%,0.3,32.0,0.3,16.0,73%,0.04,4,0.3,1.1,2,2.4,1.2,12,0.0,0,0,0.40,0.32,50%,6.3
34,Fodé Ballo-Touré,Lille,France,23,3190,0,4,7,0,73%,54%,58%,1.9,62.2,1.6,33.7,79%,0.12,5,1.4,2.7,0,0.2,0.1,11,0.0,0,1,0.00,0.00,38%,6.6
35,Florent Balmont,Dijon,France,40,1082,0,1,3,0,59%,11%,46%,0.8,70.0,0.5,55.4,84%,0.08,1,0.3,3.5,0,0.4,0.0,2,0.0,0,0,0.00,0.00,0%,6.2
36,Jonathan Bamba,Lille,France,24,3011,13,3,4,0,73%,44%,43%,0.3,53.2,1.3,34.3,80%,0.09,11,1.1,1.7,1,2.0,0.9,15,0.0,0,4,0.39,0.36,43%,6.8
37,Abdoulaye Bamba,Angers,Côte d’Ivoire,30,2574,0,4,6,0,67%,46%,54%,2.6,56.2,1.3,32.0,78%,0.14,4,0.5,2.5,0,0.2,0.0,12,0.0,0,1,0.00,0.00,0%,6.4
38,Yacine Bammou,Caen,Morocco,29,918,2,0,2,0,49%,48%,44%,1.5,47.4,0.9,29.3,76%,0.00,1,0.3,2.5,1,1.7,0.5,3,0.0,0,0,0.20,0.10,29%,6.0
39,Danilo,Nice,Brazil,24,1552,0,0,1,1,73%,46%,53%,1.3,57.6,0.9,37.9,86%,0.00,2,2.0,0.1,0,1.3,0.3,10,0.0,0,0,0.00,0.00,27%,6.5
40,Antonio Barreca,Monaco,Italy,25,596,0,1,0,0,72%,48%,46%,2.6,56.5,1.1,25.4,75%,0.15,0,0.3,2.9,0,0.8,0.1,1,0.0,0,0,0.00,0.00,20%,6.3
41,Mario Balotelli,Marseille,Italy,30,1699,8,1,10,1,50%,43%,42%,0.7,39.7,0.2,24.2,69%,0.05,4,0.7,0.2,0,4.0,1.4,11,0.0,0,0,0.42,0.42,34%,6.2
42,Toma Bašić,Bordeaux,Croatia,23,1336,2,0,3,0,56%,52%,50%,1.5,57.1,0.9,38.3,82%,0.00,3,1.2,3.2,0,1.4,0.5,5,0.0,0,0,0.14,0.14,35%,6.3
43,Thomas Basila,Nantes,France,21,91,0,0,0,0,50%,33%,67%,7.9,39.6,0.0,25.7,85%,0.00,0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.00,0.00,0%,6.5
44,Gelson Martins,Monaco,Portugal,25,1393,4,2,1,0,65%,33%,44%,0.5,50.2,0.5,29.5,78%,0.13,3,1.7,3.7,0,1.9,1.0,5,0.0,0,1,0.26,0.26,53%,6.7
45,Paul Baysse,Caen,France,32,1862,0,0,4,0,54%,59%,61%,5.7,54.0,1.6,41.2,80%,0.00,1,0.1,0.1,0,0.4,0.1,3,0.0,0,0,0.00,0.00,33%,6.3
46,Claudio Beauvue,Caen,Guadeloupe,32,1498,3,0,1,0,61%,47%,46%,1.3,39.8,0.6,20.2,67%,0.00,1,0.6,2.0,1,2.4,0.8,5,0.0,0,0,0.18,0.12,35%,6.0
47,Hatem Ben Arfa,Stade Rennais,France,33,2037,7,2,1,0,52%,32%,48%,0.0,63.9,0.2,37.5,85%,0.09,5,5.1,2.7,2,2.4,0.7,8,0.0,0,3,0.31,0.23,30%,6.8
48,Diego Benaglio,Monaco,Switzerland,37,2057,0,0,2,0,-,100%,88%,1.1,33.2,0.0,23.4,70%,0.00,0,0.0,0.0,0,0.0,0.0,4,2.7,2,1,0.00,0.00,0%,6.4
49,Nicolas Benezet,Guingamp,France,29,1665,3,1,1,0,62%,33%,47%,0.3,66.8,1.0,40.3,75%,0.05,7,1.8,6.8,0,1.5,0.5,8,0.0,0,4,0.16,0.16,32%,6.5
50,Walter Benítez,Nice,Argentina,27,3150,0,0,1,0,-,100%,94%,0.6,38.0,0.1,26.9,75%,0.00,0,0.0,0.0,0,0.0,0.0,16,3.3,3,6,0.00,0.00,0%,7.0
51,Yassine Benrahou,Bordeaux,France,21,174,0,0,0,0,67%,25%,42%,1.0,82.8,1.0,48.9,84%,0.00,0,1.0,8.2,0,3.1,2.1,0,0.0,0,0,0.00,0.00,67%,6.3
52,Ramy Bensebaini,Stade Rennais,Algeria,25,2154,1,0,9,0,71%,60%,61%,3.5,69.5,1.7,43.0,78%,0.00,1,0.5,1.4,0,0.7,0.2,5,0.0,0,0,0.05,0.05,24%,6.6
53,Yassine Benzia,Lille,Algeria,26,162,0,1,0,0,100%,50%,60%,0.0,64.4,0.6,55.0,82%,0.56,2,0.6,1.7,0,3.3,0.6,1,0.0,0,0,0.00,0.00,17%,7.1
54,Robert Berič,Saint-Étienne,Slovenia,29,1171,9,1,0,0,42%,38%,38%,0.3,29.5,0.3,15.1,69%,0.08,2,0.5,0.2,0,2.8,1.5,8,0.0,0,1,0.69,0.69,51%,6.4
55,Paul Bernardoni,Nimes,France,23,3420,0,0,0,0,100%,89%,87%,0.9,35.1,0.1,25.1,49%,0.00,0,0.0,0.0,0,0.0,0.0,10,3.3,1,1,0.00,0.00,0%,6.5
56,Juan Bernat,PSG,Spain,27,1838,1,2,6,1,73%,36%,46%,1.4,71.4,1.0,50.9,91%,0.10,4,0.9,2.0,0,0.2,0.1,12,0.0,0,0,0.05,0.05,20%,6.8
57,Antoine Bernede,PSG,France,21,170,0,0,0,0,54%,37%,53%,0.5,107.5,1.6,90.0,94%,0.00,0,0.0,0.0,0,0.5,0.5,1,0.0,0,0,0.00,0.00,100%,7.5
58,Dimitry Bertaud,Montpellier,France,22,90,0,0,0,0,-,100%,100%,0.0,38.0,0.0,33.0,48%,0.00,0,0.0,0.0,0,0.0,0.0,1,1.0,0,0,0.00,0.00,0%,6.2
59,Giulian Biancone,Monaco,France,20,90,0,0,0,0,75%,33%,45%,2.0,60.0,3.0,35.0,80%,0.00,0,0.0,1.0,0,1.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.5
60,Ludovic Blas,Guingamp,France,22,2377,1,6,5,0,63%,37%,47%,0.4,54.1,1.0,34.3,77%,0.23,4,2.2,0.8,1,1.6,0.3,10,0.0,0,1,0.04,0.00,21%,6.4
61,Alexis Blin,Amiens,France,24,1999,1,1,4,0,59%,52%,52%,2.1,58.1,1.5,42.0,81%,0.05,1,0.3,0.3,0,0.3,0.1,8,0.0,0,1,0.05,0.05,14%,6.6
62,Antonin Bobichon,Nimes,France,25,2154,7,2,2,0,54%,32%,34%,0.5,47.7,0.7,34.4,83%,0.08,2,0.8,2.0,0,1.5,0.5,9,0.0,0,0,0.29,0.29,31%,6.4
63,Yann Bodiger,Toulouse,France,25,12,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
64,Mathieu Bodmer,Amiens,France,37,1062,1,0,1,0,73%,47%,47%,0.8,64.7,0.3,53.3,70%,0.00,1,0.3,0.3,0,1.1,0.4,4,0.0,0,0,0.08,0.08,38%,6.0
65,Sacha Boey,Stade Rennais,France,20,13,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
66,Olivier Boscagli,Nice,France,22,862,0,1,1,0,60%,53%,61%,3.5,85.8,1.8,57.4,79%,0.11,1,0.6,3.3,0,0.4,0.0,6,0.0,0,0,0.00,0.00,0%,6.5
67,Gabriel Boschilia,Nantes,Brazil,24,1317,4,4,1,0,78%,21%,42%,0.5,55.6,0.6,33.0,81%,0.27,1,1.0,4.3,0,2.7,1.2,5,0.0,0,1,0.27,0.27,43%,6.5
68,John Bostock,Toulouse,Trinidad and Tobago,28,982,0,0,1,0,58%,54%,47%,1.1,67.0,1.6,54.0,85%,0.00,1,0.2,1.6,0,0.6,0.0,4,0.0,0,0,0.00,0.00,0%,6.3
69,Denis Bouanga,Nimes,Gabon,26,2641,8,2,5,0,69%,27%,35%,0.4,43.5,0.8,20.0,70%,0.07,4,1.7,1.6,0,2.9,1.1,10,0.0,0,1,0.27,0.27,38%,6.4
70,Zacharie Boucher,Angers,France,28,180,0,0,0,0,-,100%,100%,0.5,32.0,0.0,22.5,51%,0.00,0,0.0,0.0,0,0.0,0.0,1,1.5,0,0,0.00,0.00,0%,6.4
71,Arnold Bouka Moutou,Dijon,Congo,31,63,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5.9
72,Benjamin Bourigeaud,Stade Rennais,France,26,2434,6,5,5,0,67%,30%,36%,0.9,59.5,1.2,40.1,80%,0.19,3,0.4,4.4,2,1.7,0.6,11,0.0,0,0,0.23,0.14,36%,6.4
73,Bilal Boutobba,Montpellier,France,22,30,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.3
74,Umut Bozok,Nimes,Turkey,24,1236,2,3,1,0,77%,35%,41%,0.1,36.4,0.4,20.8,75%,0.22,4,0.9,0.3,0,2.2,0.7,4,0.0,0,0,0.14,0.14,33%,6.0
75,Pedro Rebocho,Guingamp,Portugal,25,3240,0,8,4,0,62%,56%,58%,2.0,70.9,1.1,40.4,80%,0.23,13,0.6,6.9,0,0.5,0.1,10,0.0,0,1,0.00,0.00,28%,6.6
76,Pedro Brazão,Nice,Portugal,17,13,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
77,Anthony Briançon,Nimes,France,25,2925,2,2,9,1,67%,54%,56%,5.5,53.9,2.2,40.0,81%,0.06,0,0.1,0.1,0,0.6,0.3,9,0.0,0,1,0.06,0.06,45%,6.5
78,Jimmy Briand,Bordeaux,France,35,2498,7,3,1,0,64%,35%,37%,1.0,38.8,0.2,24.7,74%,0.11,3,0.5,0.5,1,1.9,0.8,9,0.0,0,1,0.25,0.22,41%,6.2
79,Gianluigi Buffon,PSG,Italy,42,1530,0,0,0,0,-,50%,60%,0.5,27.9,0.0,19.4,90%,0.00,0,0.1,0.0,0,0.0,0.0,6,3.0,1,0,0.00,0.00,0%,6.8
80,Patrick Burner,Nice,France,24,1354,0,0,3,0,72%,40%,48%,2.2,61.8,1.9,38.6,84%,0.00,3,0.8,1.5,0,0.5,0.0,7,0.0,0,0,0.00,0.00,0%,6.6
81,Ludovic Butelle,Angers,France,37,3240,0,0,1,1,-,92%,92%,1.1,33.3,0.0,22.6,57%,0.00,0,0.0,0.0,0,0.0,0.0,12,3.2,2,4,0.00,0.00,0%,6.6
82,Rémy Cabella,Saint-Étienne,France,30,3000,8,4,5,0,59%,34%,48%,0.1,81.5,0.6,59.3,86%,0.12,7,1.7,2.5,1,2.5,0.8,12,0.0,0,6,0.24,0.21,32%,7.2
83,Anthony Caci,Strasbourg,France,23,2301,0,1,1,0,56%,40%,50%,2.2,67.1,1.9,47.9,81%,0.04,0,0.5,1.5,0,0.2,0.0,8,0.0,0,0,0.00,0.00,0%,6.4
84,Mathieu Cafaro,Stade de Reims,France,23,2101,7,3,5,0,51%,29%,43%,0.3,50.2,0.9,26.0,69%,0.13,3,1.1,6.3,0,3.0,1.0,13,0.0,0,0,0.30,0.30,34%,6.2
85,Yannick Cahuzac,Toulouse,France,35,1428,1,0,8,1,63%,59%,57%,3.3,46.3,1.8,34.4,82%,0.00,0,0.0,0.1,0,0.2,0.1,5,0.0,0,1,0.06,0.06,33%,6.2
86,Marc-Aurèle Caillard,Guingamp,France,26,1890,0,0,0,0,NaN%,100%,81%,0.9,31.3,0.1,22.9,51%,0.00,0,0.0,0.0,0,0.0,0.0,6,2.8,1,2,0.00,0.00,0%,6.3
87,Duje Ćaleta-Car,Marseille,Croatia,24,1546,0,0,1,2,77%,71%,68%,4.8,58.8,1.2,47.9,85%,0.00,0,0.0,0.1,0,0.5,0.3,7,0.0,0,1,0.00,0.00,56%,6.6
88,Souleymane Camara,Montpellier,Senegal,37,125,3,0,0,0,-,35%,42%,2.2,64.1,0.0,37.4,77%,0.00,0,2.2,2.2,0,7.2,5.0,1,0.0,0,0,2.16,2.16,70%,5.8
89,Mahdi Camara,Saint-Étienne,France,22,9,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
90,Eduardo Camavinga,Stade Rennais,France,18,364,0,0,1,0,65%,71%,61%,1.2,55.6,1.0,35.4,85%,0.00,1,0.7,0.0,0,0.5,0.2,2,0.0,0,0,0.00,0.00,50%,6.6
91,Pierrick Capelle,Angers,France,33,1844,3,3,2,0,67%,51%,44%,2.1,62.9,1.9,39.3,84%,0.14,8,0.9,3.0,0,1.4,0.3,7,0.0,0,2,0.14,0.14,25%,6.8
92,Yoan Cardinale,Nice,France,26,270,0,0,0,0,-,100%,100%,0.7,31.0,0.0,21.0,98%,0.00,0,0.0,0.0,0,0.0,0.0,0,2.0,0,1,0.00,0.00,0%,6.2
93,Louis Carnot,Guingamp,France,19,7,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
94,Lionel Carole,Strasbourg,France,29,1729,0,3,2,0,52%,46%,50%,2.2,65.8,1.6,40.4,80%,0.14,1,0.5,2.5,0,0.4,0.1,4,0.0,0,0,0.00,0.00,38%,6.3
95,Júlio Tavares,Dijon,Cape Verde Islands,31,2804,5,4,4,0,60%,50%,49%,1.6,36.5,0.4,22.8,59%,0.13,4,0.3,0.5,1,1.9,0.6,6,0.0,0,2,0.16,0.13,33%,6.2
96,Moreto Cassamá,Stade de Reims,Guinea-Bissau,22,60,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.8
97,Edinson Cavani,PSG,Uruguay,33,1676,18,5,1,0,73%,26%,45%,0.8,30.8,0.3,18.8,76%,0.27,5,0.7,0.3,4,2.8,1.3,10,0.0,0,1,0.96,0.76,46%,7.0
98,Zeki Çelik,Lille,Turkey,23,2976,1,5,5,1,68%,43%,48%,2.0,65.0,1.1,38.3,77%,0.15,5,0.6,2.6,0,0.5,0.1,14,0.0,0,0,0.03,0.03,27%,6.6
99,Nacer Chadli,Monaco,Belgium,31,691,0,0,1,0,46%,70%,51%,0.8,50.5,0.3,31.9,82%,0.00,0,1.0,3.9,0,0.2,0.1,3,0.0,0,0,0.00,0.00,50%,6.0
100,Fouad Chafik,Dijon,Morocco,34,1854,0,2,2,0,70%,45%,56%,3.1,60.3,1.3,34.4,75%,0.10,3,0.8,2.3,0,0.4,0.1,3,0.0,0,1,0.00,0.00,33%,6.5
101,Ganso,Amiens,Brazil,31,517,0,2,0,0,75%,60%,48%,0.0,70.8,1.0,55.0,87%,0.35,1,1.2,1.6,0,0.5,0.0,2,0.0,0,0,0.00,0.00,0%,6.3
102,Xavier Chavalerin,Stade de Reims,France,29,3240,2,2,8,0,60%,30%,52%,1.0,54.4,2.0,39.0,81%,0.05,5,0.6,3.0,0,0.6,0.2,14,0.0,0,0,0.05,0.05,32%,6.7
103,Pablo Chavarría,Stade de Reims,Argentina,32,1977,5,3,3,0,60%,41%,38%,0.9,31.6,0.2,17.8,62%,0.14,0,0.5,1.3,0,2.0,0.9,12,0.0,0,1,0.23,0.23,44%,6.1
104,Maxim Choupo-Moting,PSG,Cameroon,31,792,3,0,0,0,45%,41%,39%,0.5,42.3,0.3,24.9,82%,0.00,1,2.3,0.8,0,2.8,0.8,10,0.0,0,0,0.34,0.34,28%,6.1
105,Laurent Ciman,Dijon,Belgium,35,715,0,0,3,0,55%,55%,48%,4.5,83.3,0.9,71.5,88%,0.00,0,0.0,0.1,0,1.1,0.3,1,0.0,0,0,0.00,0.00,22%,6.2
106,Till Cissokho,Bordeaux,France,20,79,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,6.4
107,Marcus Coco,Guingamp,France,24,1841,1,2,3,1,62%,48%,46%,0.5,48.9,1.1,25.3,68%,0.10,2,1.1,2.9,0,1.4,0.3,8,0.0,0,0,0.05,0.05,25%,6.0
108,Racine Coly,Nice,Senegal,24,501,0,1,2,0,43%,46%,42%,2.0,71.8,1.6,43.9,82%,0.18,0,1.3,1.8,0,0.7,0.0,3,0.0,0,0,0.00,0.00,0%,6.4
109,Rafael Leão,Lille,Portugal,21,1295,8,3,3,0,80%,34%,32%,0.8,29.4,0.3,16.8,73%,0.21,2,0.7,0.8,0,2.6,1.5,10,0.0,0,0,0.56,0.56,57%,6.3
110,Daniel Congré,Montpellier,France,35,3293,2,2,5,1,63%,57%,57%,2.7,53.1,1.9,41.8,82%,0.05,1,0.1,0.2,0,0.4,0.1,12,0.0,0,0,0.05,0.05,33%,6.6
111,Benjamin Corgnet,Strasbourg,France,33,666,1,2,0,0,62%,45%,52%,1.1,55.2,0.8,34.5,65%,0.27,2,1.1,2.6,0,2.6,1.2,4,0.0,0,0,0.14,0.14,47%,6.3
112,Andreas Cornelius,Bordeaux,Denmark,27,780,3,1,4,0,26%,58%,47%,2.4,44.4,0.1,27.0,65%,0.12,1,0.6,0.5,0,2.5,1.0,7,0.0,0,0,0.34,0.34,41%,6.2
113,Maxwel Cornet,Lyon,Côte d’Ivoire,24,1274,7,5,2,0,78%,41%,42%,0.6,51.4,0.4,29.2,77%,0.35,6,1.8,3.7,0,3.3,1.6,5,0.0,0,2,0.50,0.50,47%,6.7
114,Quentin Cornette,Amiens,France,26,210,0,0,0,0,40%,0%,50%,1.7,51.4,0.4,26.1,79%,0.00,0,1.3,3.0,0,2.1,0.4,1,0.0,0,0,0.00,0.00,20%,6.0
115,Marquinhos,PSG,Brazil,26,2695,3,2,2,1,63%,60%,61%,2.7,86.2,1.5,75.5,92%,0.06,3,0.2,0.0,0,0.4,0.1,13,0.0,0,2,0.10,0.10,31%,7.4
116,Benoît Costil,Bordeaux,France,33,3330,0,0,0,0,-,53%,77%,0.7,36.0,0.0,27.9,67%,0.00,0,0.0,0.0,0,0.0,0.0,9,3.0,1,4,0.00,0.00,0%,6.7
117,Kalifa Coulibaly,Nantes,Mali,29,1744,8,2,6,0,47%,57%,50%,1.1,39.5,0.2,22.3,53%,0.10,2,1.0,0.8,1,2.9,0.9,8,0.0,0,1,0.41,0.36,32%,6.4
118,Senou Coulibaly,Dijon,Mali,26,410,1,0,1,1,54%,45%,49%,4.4,57.2,2.4,42.0,75%,0.00,1,0.2,0.2,0,0.4,0.2,1,0.0,0,0,0.22,0.22,50%,6.2
119,Nicolas Cozza,Montpellier,France,21,986,0,1,0,0,79%,43%,51%,2.9,58.0,2.3,40.3,84%,0.09,1,0.7,0.2,0,0.0,0.0,2,0.0,0,0,0.00,0.00,0%,6.4
120,Enzo Crivelli,Caen,France,25,2273,6,1,7,0,80%,45%,45%,1.1,34.5,0.2,21.1,65%,0.04,1,0.5,0.2,0,0.9,0.4,9,0.0,0,0,0.23,0.23,45%,5.9
121,Wylan Cyprien,Nice,France,25,2364,4,1,2,0,53%,55%,55%,0.6,88.8,0.6,71.6,87%,0.04,6,0.8,5.0,1,2.0,0.8,13,0.0,0,0,0.15,0.12,40%,6.8
122,Nuno Jóia,Strasbourg,Cape Verde Islands,29,2053,8,5,3,0,70%,44%,42%,0.2,41.8,0.7,21.0,69%,0.22,5,1.5,0.7,1,2.0,0.8,7,0.0,0,0,0.35,0.31,39%,6.4
123,Dante,Nice,Brazil,37,3227,1,1,11,0,76%,63%,58%,4.2,78.5,1.1,66.8,91%,0.03,0,0.1,0.1,0,0.6,0.1,16,0.0,0,2,0.03,0.03,14%,7.0
124,José Fonte,Lille,Portugal,36,3112,3,1,5,1,59%,73%,66%,4.4,74.9,1.1,64.0,87%,0.03,0,0.2,0.2,0,1.0,0.3,15,0.0,0,3,0.09,0.09,34%,7.0
125,Rui Fonte,Lille,Portugal,30,619,1,0,1,0,52%,55%,48%,1.2,41.9,0.4,27.2,79%,0.00,0,0.1,0.3,0,1.9,0.6,8,0.0,0,0,0.14,0.14,31%,5.9
126,Thiago Silva,PSG,Brazil,36,2079,0,1,4,0,83%,69%,65%,4.0,92.1,1.4,81.2,94%,0.05,2,0.1,0.1,0,0.5,0.1,14,0.0,0,1,0.00,0.00,17%,7.2
